2026-01-19 09:13:47.485 - INFO - ============================================================
2026-01-19 09:13:47.485 - INFO - 开始KMERIA完整分析流程|Starting KMERIA complete analysis pipeline
2026-01-19 09:13:47.485 - INFO - ============================================================
2026-01-19 09:13:47.485 - INFO - ============================================================
2026-01-19 09:13:47.485 - INFO - 执行步骤|Executing step: COUNT
2026-01-19 09:13:47.485 - INFO - ============================================================
2026-01-19 09:13:47.485 - INFO - 开始k-mer计数|Starting k-mer counting
2026-01-19 09:13:47.485 - INFO - 样本数量|Sample count: 181
2026-01-19 10:01:33.294 - INFO - 已处理|Processed: 280.00M 行|lines
2026-01-19 10:02:08.871 - INFO - 已处理|Processed: 290.00M 行|lines
2026-01-19 10:02:44.395 - INFO - 已处理|Processed: 300.00M 行|lines
2026-01-19 10:03:19.995 - INFO - 已处理|Processed: 310.00M 行|lines
2026-01-19 10:03:55.504 - INFO - 已处理|Processed: 320.00M 行|lines
2026-01-19 10:04:41.009 - INFO - 已处理|Processed: 330.00M 行|lines
2026-01-19 10:05:13.755 - INFO - SAM文件读取完成|SAM file reading completed: 339.22M 行|lines, 2000000 k-mers
2026-01-19 10:05:52.281 - INFO - BWA比对及过滤完成|BWA alignment and filtering completed: 6.83M filtered hits (保留率|retention: 100.0%)
2026-01-19 10:06:26.003 - INFO - 批次2过滤完成|Batch 2 filtering completed
2026-01-19 10:06:26.004 - INFO - ============================================================
2026-01-19 10:06:26.004 - INFO - 处理批次|Processing batch 3/39
2026-01-19 10:06:26.004 - INFO - 批次文件|Batch file: output/07_post_gwas_bwa/batches/batch_003.fa
2026-01-19 10:06:26.004 - INFO - ============================================================
2026-01-19 10:06:26.004 - INFO - 运行BWA mem|Running BWA mem
2026-01-19 10:07:48.554 - INFO - BWA mem比对完成|BWA mem alignment completed (批次|batch 3)
2026-01-19 10:07:48.555 - INFO - 应用智能过滤并转换输出格式（流式处理）|Applying smart filtering and converting output format (stream processing)
2026-01-19 10:07:48.555 - INFO - AS阈值|AS threshold: AS_ratio = 0.95
2026-01-19 10:08:23.578 - INFO - 已处理|Processed: 10.00M 行|lines
2026-01-19 10:08:58.475 - INFO - 已处理|Processed: 20.00M 行|lines
2026-01-19 10:09:33.548 - INFO - 已处理|Processed: 30.00M 行|lines
2026-01-19 10:10:08.556 - INFO - 已处理|Processed: 40.00M 行|lines
2026-01-19 10:10:43.654 - INFO - 已处理|Processed: 50.00M 行|lines
2026-01-19 10:11:18.825 - INFO - 已处理|Processed: 60.00M 行|lines
2026-01-19 10:11:53.991 - INFO - 已处理|Processed: 70.00M 行|lines
2026-01-19 10:12:31.278 - INFO - 已处理|Processed: 80.00M 行|lines
2026-01-19 10:13:09.150 - INFO - 已处理|Processed: 90.00M 行|lines
2026-01-19 10:13:44.450 - INFO - 已处理|Processed: 100.00M 行|lines
2026-01-19 10:14:19.818 - INFO - 已处理|Processed: 110.00M 行|lines
2026-01-19 10:14:58.545 - INFO - 已处理|Processed: 120.00M 行|lines
2026-01-19 10:15:33.960 - INFO - 已处理|Processed: 130.00M 行|lines
2026-01-19 10:16:13.491 - INFO - 已处理|Processed: 140.00M 行|lines
2026-01-19 10:16:48.895 - INFO - 已处理|Processed: 150.00M 行|lines
2026-01-19 10:17:24.292 - INFO - 已处理|Processed: 160.00M 行|lines
2026-01-19 10:17:59.668 - INFO - 已处理|Processed: 170.00M 行|lines
2026-01-19 10:18:40.277 - INFO - 已处理|Processed: 180.00M 行|lines
2026-01-19 10:19:15.694 - INFO - 已处理|Processed: 190.00M 行|lines
2026-01-19 10:19:51.165 - INFO - 已处理|Processed: 200.00M 行|lines
2026-01-19 10:20:26.548 - INFO - 已处理|Processed: 210.00M 行|lines
2026-01-19 10:21:08.491 - INFO - 已处理|Processed: 220.00M 行|lines
2026-01-19 10:21:43.966 - INFO - 已处理|Processed: 230.00M 行|lines
2026-01-19 10:22:19.560 - INFO - 已处理|Processed: 240.00M 行|lines
2026-01-19 10:22:54.999 - INFO - 已处理|Processed: 250.00M 行|lines
2026-01-19 10:23:30.409 - INFO - 已处理|Processed: 260.00M 行|lines
2026-01-19 10:24:13.946 - INFO - 已处理|Processed: 270.00M 行|lines
2026-01-19 10:24:49.414 - INFO - 已处理|Processed: 280.00M 行|lines
2026-01-19 10:25:24.937 - INFO - 已处理|Processed: 290.00M 行|lines
2026-01-19 10:26:00.378 - INFO - 已处理|Processed: 300.00M 行|lines
2026-01-19 10:26:35.896 - INFO - 已处理|Processed: 310.00M 行|lines
2026-01-19 10:27:11.450 - INFO - 已处理|Processed: 320.00M 行|lines
2026-01-19 10:27:46.916 - INFO - 已处理|Processed: 330.00M 行|lines
2026-01-19 10:28:32.554 - INFO - 已处理|Processed: 340.00M 行|lines
2026-01-19 10:28:37.345 - INFO - SAM文件读取完成|SAM file reading completed: 341.35M 行|lines, 2000000 k-mers
2026-01-19 10:29:15.649 - INFO - BWA比对及过滤完成|BWA alignment and filtering completed: 6.72M filtered hits (保留率|retention: 100.0%)
2026-01-19 10:29:49.459 - INFO - 批次3过滤完成|Batch 3 filtering completed
2026-01-19 10:29:49.459 - INFO - ============================================================
2026-01-19 10:29:49.459 - INFO - 处理批次|Processing batch 4/39
2026-01-19 10:29:49.459 - INFO - 批次文件|Batch file: output/07_post_gwas_bwa/batches/batch_004.fa
2026-01-19 10:29:49.459 - INFO - ============================================================
2026-01-19 10:29:49.459 - INFO - 运行BWA mem|Running BWA mem
2026-01-19 10:31:07.670 - INFO - BWA mem比对完成|BWA mem alignment completed (批次|batch 4)
2026-01-19 10:31:07.670 - INFO - 应用智能过滤并转换输出格式（流式处理）|Applying smart filtering and converting output format (stream processing)
2026-01-19 10:31:07.670 - INFO - AS阈值|AS threshold: AS_ratio = 0.95
2026-01-19 10:31:42.785 - INFO - 已处理|Processed: 10.00M 行|lines
2026-01-19 10:32:17.756 - INFO - 已处理|Processed: 20.00M 行|lines
2026-01-19 10:32:52.785 - INFO - 已处理|Processed: 30.00M 行|lines
2026-01-19 10:33:27.777 - INFO - 已处理|Processed: 40.00M 行|lines
2026-01-19 10:34:02.869 - INFO - 已处理|Processed: 50.00M 行|lines
2026-01-19 10:34:38.056 - INFO - 已处理|Processed: 60.00M 行|lines
2026-01-19 10:35:13.220 - INFO - 已处理|Processed: 70.00M 行|lines
2026-01-19 10:35:50.660 - INFO - 已处理|Processed: 80.00M 行|lines
2026-01-19 10:36:25.902 - INFO - 已处理|Processed: 90.00M 行|lines
2026-01-19 10:37:04.035 - INFO - 已处理|Processed: 100.00M 行|lines
2026-01-19 10:37:39.428 - INFO - 已处理|Processed: 110.00M 行|lines
2026-01-19 10:38:14.799 - INFO - 已处理|Processed: 120.00M 行|lines
2026-01-19 10:38:53.727 - INFO - 已处理|Processed: 130.00M 行|lines
2026-01-19 10:39:29.169 - INFO - 已处理|Processed: 140.00M 行|lines
2026-01-19 10:40:04.598 - INFO - 已处理|Processed: 150.00M 行|lines
2026-01-19 10:40:44.609 - INFO - 已处理|Processed: 160.00M 行|lines
2026-01-19 10:41:20.055 - INFO - 已处理|Processed: 170.00M 行|lines
2026-01-19 10:41:55.481 - INFO - 已处理|Processed: 180.00M 行|lines
2026-01-19 10:42:36.602 - INFO - 已处理|Processed: 190.00M 行|lines
2026-01-19 10:43:12.105 - INFO - 已处理|Processed: 200.00M 行|lines
2026-01-19 10:43:47.621 - INFO - 已处理|Processed: 210.00M 行|lines
2026-01-19 10:44:23.164 - INFO - 已处理|Processed: 220.00M 行|lines
2026-01-19 10:44:58.682 - INFO - 已处理|Processed: 230.00M 行|lines
2026-01-19 10:45:41.365 - INFO - 已处理|Processed: 240.00M 行|lines
2026-01-19 10:46:16.925 - INFO - 已处理|Processed: 250.00M 行|lines
2026-01-19 10:46:52.441 - INFO - 已处理|Processed: 260.00M 行|lines
2026-01-19 10:47:27.974 - INFO - 已处理|Processed: 270.00M 行|lines
2026-01-19 10:48:03.504 - INFO - 已处理|Processed: 280.00M 行|lines
2026-01-19 10:48:39.086 - INFO - 已处理|Processed: 290.00M 行|lines
2026-01-19 10:49:23.542 - INFO - 已处理|Processed: 300.00M 行|lines
2026-01-19 10:49:59.107 - INFO - 已处理|Processed: 310.00M 行|lines
2026-01-19 10:50:34.686 - INFO - 已处理|Processed: 320.00M 行|lines
2026-01-19 10:51:10.224 - INFO - 已处理|Processed: 330.00M 行|lines
2026-01-19 10:51:45.838 - INFO - 已处理|Processed: 340.00M 行|lines
2026-01-19 10:51:48.713 - INFO - SAM文件读取完成|SAM file reading completed: 340.81M 行|lines, 2000000 k-mers
2026-01-19 10:52:26.417 - INFO - BWA比对及过滤完成|BWA alignment and filtering completed: 6.73M filtered hits (保留率|retention: 100.0%)
2026-01-19 10:52:59.524 - INFO - 批次4过滤完成|Batch 4 filtering completed
2026-01-19 10:52:59.525 - INFO - ============================================================
2026-01-19 10:52:59.525 - INFO - 处理批次|Processing batch 5/39
2026-01-19 10:52:59.525 - INFO - 批次文件|Batch file: output/07_post_gwas_bwa/batches/batch_005.fa
2026-01-19 10:52:59.525 - INFO - ============================================================
2026-01-19 10:52:59.525 - INFO - 运行BWA mem|Running BWA mem
2026-01-19 10:54:13.853 - INFO - BWA mem比对完成|BWA mem alignment completed (批次|batch 5)
2026-01-19 10:54:13.853 - INFO - 应用智能过滤并转换输出格式（流式处理）|Applying smart filtering and converting output format (stream processing)
2026-01-19 10:54:13.853 - INFO - AS阈值|AS threshold: AS_ratio = 0.95
2026-01-19 10:54:48.921 - INFO - 已处理|Processed: 10.00M 行|lines
2026-01-19 10:55:23.796 - INFO - 已处理|Processed: 20.00M 行|lines
2026-01-19 10:55:59.447 - INFO - 已处理|Processed: 30.00M 行|lines
2026-01-19 10:56:35.271 - INFO - 已处理|Processed: 40.00M 行|lines
2026-01-19 10:57:11.390 - INFO - 已处理|Processed: 50.00M 行|lines
2026-01-19 10:57:47.940 - INFO - 已处理|Processed: 60.00M 行|lines
2026-01-19 10:58:24.893 - INFO - 已处理|Processed: 70.00M 行|lines
2026-01-19 10:59:00.117 - INFO - 已处理|Processed: 80.00M 行|lines
2026-01-19 10:59:37.706 - INFO - 已处理|Processed: 90.00M 行|lines
2026-01-19 11:00:13.009 - INFO - 已处理|Processed: 100.00M 行|lines
2026-01-19 11:00:51.412 - INFO - 已处理|Processed: 110.00M 行|lines
2026-01-19 11:01:26.753 - INFO - 已处理|Processed: 120.00M 行|lines
2026-01-19 11:02:05.926 - INFO - 已处理|Processed: 130.00M 行|lines
2026-01-19 11:02:41.270 - INFO - 已处理|Processed: 140.00M 行|lines
2026-01-19 11:03:16.623 - INFO - 已处理|Processed: 150.00M 行|lines
2026-01-19 11:03:52.005 - INFO - 已处理|Processed: 160.00M 行|lines
2026-01-19 11:04:32.270 - INFO - 已处理|Processed: 170.00M 行|lines
2026-01-19 11:05:07.692 - INFO - 已处理|Processed: 180.00M 行|lines
2026-01-19 11:05:43.073 - INFO - 已处理|Processed: 190.00M 行|lines
2026-01-19 11:06:18.529 - INFO - 已处理|Processed: 200.00M 行|lines
2026-01-19 11:07:00.145 - INFO - 已处理|Processed: 210.00M 行|lines
2026-01-19 11:07:35.533 - INFO - 已处理|Processed: 220.00M 行|lines
2026-01-19 11:08:10.908 - INFO - 已处理|Processed: 230.00M 行|lines
2026-01-19 11:08:46.415 - INFO - 已处理|Processed: 240.00M 行|lines
2026-01-19 11:09:21.826 - INFO - 已处理|Processed: 250.00M 行|lines
2026-01-19 11:10:04.910 - INFO - 已处理|Processed: 260.00M 行|lines
2026-01-19 11:10:40.363 - INFO - 已处理|Processed: 270.00M 行|lines
2026-01-19 11:11:15.762 - INFO - 已处理|Processed: 280.00M 行|lines
2026-01-19 11:11:51.269 - INFO - 已处理|Processed: 290.00M 行|lines
2026-01-19 11:12:26.708 - INFO - 已处理|Processed: 300.00M 行|lines
2026-01-19 11:13:02.239 - INFO - 已处理|Processed: 310.00M 行|lines
2026-01-19 11:13:47.271 - INFO - 已处理|Processed: 320.00M 行|lines
2026-01-19 11:14:22.747 - INFO - 已处理|Processed: 330.00M 行|lines
2026-01-19 11:14:57.813 - INFO - SAM文件读取完成|SAM file reading completed: 339.88M 行|lines, 2000000 k-mers
2026-01-19 11:15:35.429 - INFO - BWA比对及过滤完成|BWA alignment and filtering completed: 6.77M filtered hits (保留率|retention: 100.0%)
2026-01-19 11:16:08.498 - INFO - 批次5过滤完成|Batch 5 filtering completed
2026-01-19 11:16:08.498 - INFO - ============================================================
2026-01-19 11:16:08.498 - INFO - 处理批次|Processing batch 6/39
2026-01-19 11:16:08.498 - INFO - 批次文件|Batch file: output/07_post_gwas_bwa/batches/batch_006.fa
2026-01-19 11:16:08.498 - INFO - ============================================================
2026-01-19 11:16:08.498 - INFO - 运行BWA mem|Running BWA mem
2026-01-19 11:17:28.595 - INFO - BWA mem比对完成|BWA mem alignment completed (批次|batch 6)
2026-01-19 11:17:28.595 - INFO - 应用智能过滤并转换输出格式（流式处理）|Applying smart filtering and converting output format (stream processing)
2026-01-19 11:17:28.595 - INFO - AS阈值|AS threshold: AS_ratio = 0.95
2026-01-19 11:18:03.738 - INFO - 已处理|Processed: 10.00M 行|lines
2026-01-19 11:18:38.741 - INFO - 已处理|Processed: 20.00M 行|lines
2026-01-19 11:19:13.925 - INFO - 已处理|Processed: 30.00M 行|lines
2026-01-19 11:19:49.059 - INFO - 已处理|Processed: 40.00M 行|lines
2026-01-19 11:20:24.227 - INFO - 已处理|Processed: 50.00M 行|lines
2026-01-19 11:21:00.819 - INFO - 已处理|Processed: 60.00M 行|lines
2026-01-19 11:21:37.772 - INFO - 已处理|Processed: 70.00M 行|lines
2026-01-19 11:22:13.102 - INFO - 已处理|Processed: 80.00M 行|lines
2026-01-19 11:22:50.680 - INFO - 已处理|Processed: 90.00M 行|lines
2026-01-19 11:23:25.961 - INFO - 已处理|Processed: 100.00M 行|lines
2026-01-19 11:24:04.354 - INFO - 已处理|Processed: 110.00M 行|lines
2026-01-19 11:24:39.734 - INFO - 已处理|Processed: 120.00M 行|lines
2026-01-19 11:25:18.927 - INFO - 已处理|Processed: 130.00M 行|lines
2026-01-19 11:25:54.218 - INFO - 已处理|Processed: 140.00M 行|lines
2026-01-19 11:26:29.678 - INFO - 已处理|Processed: 150.00M 行|lines
2026-01-19 11:27:09.832 - INFO - 已处理|Processed: 160.00M 行|lines
2026-01-19 11:27:45.286 - INFO - 已处理|Processed: 170.00M 行|lines
2026-01-19 11:28:20.693 - INFO - 已处理|Processed: 180.00M 行|lines
2026-01-19 11:28:56.169 - INFO - 已处理|Processed: 190.00M 行|lines
2026-01-19 11:29:37.614 - INFO - 已处理|Processed: 200.00M 行|lines
2026-01-19 11:30:13.160 - INFO - 已处理|Processed: 210.00M 行|lines
2026-01-19 11:30:48.727 - INFO - 已处理|Processed: 220.00M 行|lines
2026-01-19 11:31:24.213 - INFO - 已处理|Processed: 230.00M 行|lines
2026-01-19 11:31:59.760 - INFO - 已处理|Processed: 240.00M 行|lines
2026-01-19 11:32:42.699 - INFO - 已处理|Processed: 250.00M 行|lines
2026-01-19 11:33:18.153 - INFO - 已处理|Processed: 260.00M 行|lines
2026-01-19 11:33:53.570 - INFO - 已处理|Processed: 270.00M 行|lines
2026-01-19 11:34:29.105 - INFO - 已处理|Processed: 280.00M 行|lines
2026-01-19 11:35:04.637 - INFO - 已处理|Processed: 290.00M 行|lines
2026-01-19 11:35:40.138 - INFO - 已处理|Processed: 300.00M 行|lines
2026-01-19 11:36:24.931 - INFO - 已处理|Processed: 310.00M 行|lines
2026-01-19 11:37:00.397 - INFO - 已处理|Processed: 320.00M 行|lines
2026-01-19 11:37:35.974 - INFO - 已处理|Processed: 330.00M 行|lines
2026-01-19 11:38:08.763 - INFO - SAM文件读取完成|SAM file reading completed: 339.24M 行|lines, 2000000 k-mers
2026-01-19 11:38:46.502 - INFO - BWA比对及过滤完成|BWA alignment and filtering completed: 6.79M filtered hits (保留率|retention: 100.0%)
2026-01-19 11:39:19.528 - INFO - 批次6过滤完成|Batch 6 filtering completed
2026-01-19 11:39:19.528 - INFO - ============================================================
2026-01-19 11:39:19.528 - INFO - 处理批次|Processing batch 7/39
2026-01-19 11:39:19.528 - INFO - 批次文件|Batch file: output/07_post_gwas_bwa/batches/batch_007.fa
2026-01-19 11:39:19.528 - INFO - ============================================================
2026-01-19 11:39:19.528 - INFO - 运行BWA mem|Running BWA mem
2026-01-19 11:40:34.679 - INFO - BWA mem比对完成|BWA mem alignment completed (批次|batch 7)
2026-01-19 11:40:34.679 - INFO - 应用智能过滤并转换输出格式（流式处理）|Applying smart filtering and converting output format (stream processing)
2026-01-19 11:40:34.679 - INFO - AS阈值|AS threshold: AS_ratio = 0.95
2026-01-19 11:41:09.689 - INFO - 已处理|Processed: 10.00M 行|lines
2026-01-19 11:41:44.636 - INFO - 已处理|Processed: 20.00M 行|lines
2026-01-19 11:42:19.619 - INFO - 已处理|Processed: 30.00M 行|lines
2026-01-19 11:42:55.736 - INFO - 已处理|Processed: 40.00M 行|lines
2026-01-19 11:43:30.858 - INFO - 已处理|Processed: 50.00M 行|lines
2026-01-19 11:44:07.454 - INFO - 已处理|Processed: 60.00M 行|lines
2026-01-19 11:44:44.411 - INFO - 已处理|Processed: 70.00M 行|lines
2026-01-19 11:45:21.983 - INFO - 已处理|Processed: 80.00M 行|lines
2026-01-19 11:45:57.255 - INFO - 已处理|Processed: 90.00M 行|lines
2026-01-19 11:46:32.545 - INFO - 已处理|Processed: 100.00M 行|lines
2026-01-19 11:47:10.808 - INFO - 已处理|Processed: 110.00M 行|lines
2026-01-19 11:47:46.211 - INFO - 已处理|Processed: 120.00M 行|lines
2026-01-19 11:48:25.287 - INFO - 已处理|Processed: 130.00M 行|lines
2026-01-19 11:49:00.598 - INFO - 已处理|Processed: 140.00M 行|lines
2026-01-19 11:49:36.028 - INFO - 已处理|Processed: 150.00M 行|lines
2026-01-19 11:50:16.043 - INFO - 已处理|Processed: 160.00M 行|lines
2026-01-19 11:50:51.390 - INFO - 已处理|Processed: 170.00M 行|lines
2026-01-19 11:51:26.817 - INFO - 已处理|Processed: 180.00M 行|lines
2026-01-19 11:52:02.227 - INFO - 已处理|Processed: 190.00M 行|lines
2026-01-19 11:52:43.584 - INFO - 已处理|Processed: 200.00M 行|lines
2026-01-19 11:53:19.104 - INFO - 已处理|Processed: 210.00M 行|lines
2026-01-19 11:53:54.600 - INFO - 已处理|Processed: 220.00M 行|lines
2026-01-19 11:54:30.092 - INFO - 已处理|Processed: 230.00M 行|lines
2026-01-19 11:55:05.666 - INFO - 已处理|Processed: 240.00M 行|lines
2026-01-19 11:55:48.487 - INFO - 已处理|Processed: 250.00M 行|lines
2026-01-19 11:56:23.954 - INFO - 已处理|Processed: 260.00M 行|lines
2026-01-19 11:56:59.423 - INFO - 已处理|Processed: 270.00M 行|lines
2026-01-19 11:57:34.887 - INFO - 已处理|Processed: 280.00M 行|lines
2026-01-19 11:58:10.411 - INFO - 已处理|Processed: 290.00M 行|lines
2026-01-19 11:58:45.840 - INFO - 已处理|Processed: 300.00M 行|lines
2026-01-19 11:59:30.576 - INFO - 已处理|Processed: 310.00M 行|lines
2026-01-19 12:00:06.060 - INFO - 已处理|Processed: 320.00M 行|lines
2026-01-19 12:00:41.616 - INFO - 已处理|Processed: 330.00M 行|lines
2026-01-19 12:01:05.466 - INFO - SAM文件读取完成|SAM file reading completed: 336.71M 行|lines, 2000000 k-mers
2026-01-19 12:01:42.867 - INFO - BWA比对及过滤完成|BWA alignment and filtering completed: 6.77M filtered hits (保留率|retention: 100.0%)
2026-01-19 12:02:15.680 - INFO - 批次7过滤完成|Batch 7 filtering completed
2026-01-19 12:02:15.681 - INFO - ============================================================
2026-01-19 12:02:15.681 - INFO - 处理批次|Processing batch 8/39
2026-01-19 12:02:15.681 - INFO - 批次文件|Batch file: output/07_post_gwas_bwa/batches/batch_008.fa
2026-01-19 12:02:15.681 - INFO - ============================================================
2026-01-19 12:02:15.681 - INFO - 运行BWA mem|Running BWA mem
2026-01-19 12:03:36.971 - INFO - BWA mem比对完成|BWA mem alignment completed (批次|batch 8)
2026-01-19 12:03:36.971 - INFO - 应用智能过滤并转换输出格式（流式处理）|Applying smart filtering and converting output format (stream processing)
2026-01-19 12:03:36.971 - INFO - AS阈值|AS threshold: AS_ratio = 0.95
2026-01-19 12:04:12.189 - INFO - 已处理|Processed: 10.00M 行|lines
2026-01-19 12:04:47.136 - INFO - 已处理|Processed: 20.00M 行|lines
2026-01-19 12:05:22.258 - INFO - 已处理|Processed: 30.00M 行|lines
2026-01-19 12:05:58.388 - INFO - 已处理|Processed: 40.00M 行|lines
2026-01-19 12:06:34.891 - INFO - 已处理|Processed: 50.00M 行|lines
2026-01-19 12:07:10.154 - INFO - 已处理|Processed: 60.00M 行|lines
2026-01-19 12:07:47.123 - INFO - 已处理|Processed: 70.00M 行|lines
2026-01-19 12:08:24.587 - INFO - 已处理|Processed: 80.00M 行|lines
2026-01-19 12:08:59.853 - INFO - 已处理|Processed: 90.00M 行|lines
2026-01-19 12:09:38.089 - INFO - 已处理|Processed: 100.00M 行|lines
2026-01-19 12:10:13.479 - INFO - 已处理|Processed: 110.00M 行|lines
2026-01-19 12:10:48.837 - INFO - 已处理|Processed: 120.00M 行|lines
2026-01-19 12:11:27.865 - INFO - 已处理|Processed: 130.00M 行|lines
2026-01-19 12:12:03.182 - INFO - 已处理|Processed: 140.00M 行|lines
2026-01-19 12:12:38.561 - INFO - 已处理|Processed: 150.00M 行|lines
2026-01-19 12:13:18.534 - INFO - 已处理|Processed: 160.00M 行|lines
2026-01-19 12:13:54.068 - INFO - 已处理|Processed: 170.00M 行|lines
2026-01-19 12:14:29.492 - INFO - 已处理|Processed: 180.00M 行|lines
2026-01-19 12:15:10.734 - INFO - 已处理|Processed: 190.00M 行|lines
2026-01-19 12:15:46.260 - INFO - 已处理|Processed: 200.00M 行|lines
2026-01-19 12:16:21.732 - INFO - 已处理|Processed: 210.00M 行|lines
2026-01-19 12:16:57.295 - INFO - 已处理|Processed: 220.00M 行|lines
2026-01-19 12:17:32.741 - INFO - 已处理|Processed: 230.00M 行|lines
2026-01-19 12:18:15.521 - INFO - 已处理|Processed: 240.00M 行|lines
2026-01-19 12:18:50.977 - INFO - 已处理|Processed: 250.00M 行|lines
2026-01-19 12:19:26.452 - INFO - 已处理|Processed: 260.00M 行|lines
2026-01-19 12:20:01.931 - INFO - 已处理|Processed: 270.00M 行|lines
2026-01-19 12:20:37.463 - INFO - 已处理|Processed: 280.00M 行|lines
2026-01-19 12:21:13.058 - INFO - 已处理|Processed: 290.00M 行|lines
2026-01-19 12:21:57.715 - INFO - 已处理|Processed: 300.00M 行|lines
2026-01-19 12:22:33.206 - INFO - 已处理|Processed: 310.00M 行|lines
2026-01-19 12:23:08.720 - INFO - 已处理|Processed: 320.00M 行|lines
2026-01-19 12:23:44.231 - INFO - 已处理|Processed: 330.00M 行|lines
2026-01-19 12:24:19.785 - INFO - 已处理|Processed: 340.00M 行|lines
2026-01-19 12:24:31.308 - INFO - SAM文件读取完成|SAM file reading completed: 343.25M 行|lines, 2000000 k-mers
2026-01-19 12:25:09.012 - INFO - BWA比对及过滤完成|BWA alignment and filtering completed: 6.74M filtered hits (保留率|retention: 100.0%)
2026-01-19 12:25:42.447 - INFO - 批次8过滤完成|Batch 8 filtering completed
2026-01-19 12:25:42.447 - INFO - ============================================================
2026-01-19 12:25:42.447 - INFO - 处理批次|Processing batch 9/39
2026-01-19 12:25:42.447 - INFO - 批次文件|Batch file: output/07_post_gwas_bwa/batches/batch_009.fa
2026-01-19 12:25:42.447 - INFO - ============================================================
2026-01-19 12:25:42.447 - INFO - 运行BWA mem|Running BWA mem
2026-01-19 12:27:07.620 - INFO - BWA mem比对完成|BWA mem alignment completed (批次|batch 9)
2026-01-19 12:27:07.621 - INFO - 应用智能过滤并转换输出格式（流式处理）|Applying smart filtering and converting output format (stream processing)
2026-01-19 12:27:07.621 - INFO - AS阈值|AS threshold: AS_ratio = 0.95
2026-01-19 12:27:42.740 - INFO - 已处理|Processed: 10.00M 行|lines
2026-01-19 12:28:17.630 - INFO - 已处理|Processed: 20.00M 行|lines
2026-01-19 12:28:53.368 - INFO - 已处理|Processed: 30.00M 行|lines
2026-01-19 12:29:29.379 - INFO - 已处理|Processed: 40.00M 行|lines
2026-01-19 12:30:05.763 - INFO - 已处理|Processed: 50.00M 行|lines
2026-01-19 12:30:42.604 - INFO - 已处理|Processed: 60.00M 行|lines
2026-01-19 12:31:17.819 - INFO - 已处理|Processed: 70.00M 行|lines
2026-01-19 12:31:55.232 - INFO - 已处理|Processed: 80.00M 行|lines
2026-01-19 12:32:30.462 - INFO - 已处理|Processed: 90.00M 行|lines
2026-01-19 12:33:08.488 - INFO - 已处理|Processed: 100.00M 行|lines
2026-01-19 12:33:43.817 - INFO - 已处理|Processed: 110.00M 行|lines
2026-01-19 12:34:22.707 - INFO - 已处理|Processed: 120.00M 行|lines
2026-01-19 12:34:58.070 - INFO - 已处理|Processed: 130.00M 行|lines
2026-01-19 12:35:33.447 - INFO - 已处理|Processed: 140.00M 行|lines
2026-01-19 12:36:13.216 - INFO - 已处理|Processed: 150.00M 行|lines
2026-01-19 12:36:48.679 - INFO - 已处理|Processed: 160.00M 行|lines
2026-01-19 12:37:24.067 - INFO - 已处理|Processed: 170.00M 行|lines
2026-01-19 12:37:59.497 - INFO - 已处理|Processed: 180.00M 行|lines
2026-01-19 12:38:40.495 - INFO - 已处理|Processed: 190.00M 行|lines
2026-01-19 12:39:15.954 - INFO - 已处理|Processed: 200.00M 行|lines
2026-01-19 12:39:51.421 - INFO - 已处理|Processed: 210.00M 行|lines
2026-01-19 12:40:26.926 - INFO - 已处理|Processed: 220.00M 行|lines
2026-01-19 12:41:09.340 - INFO - 已处理|Processed: 230.00M 行|lines
2026-01-19 12:41:44.871 - INFO - 已处理|Processed: 240.00M 行|lines
2026-01-19 12:42:20.409 - INFO - 已处理|Processed: 250.00M 行|lines
2026-01-19 12:42:55.819 - INFO - 已处理|Processed: 260.00M 行|lines
2026-01-19 12:43:31.290 - INFO - 已处理|Processed: 270.00M 行|lines
2026-01-19 12:44:06.813 - INFO - 已处理|Processed: 280.00M 行|lines
2026-01-19 12:44:51.014 - INFO - 已处理|Processed: 290.00M 行|lines
2026-01-19 12:45:26.493 - INFO - 已处理|Processed: 300.00M 行|lines
2026-01-19 12:46:01.988 - INFO - 已处理|Processed: 310.00M 行|lines
2026-01-19 12:46:37.540 - INFO - 已处理|Processed: 320.00M 行|lines
2026-01-19 12:47:13.059 - INFO - 已处理|Processed: 330.00M 行|lines
2026-01-19 12:47:48.564 - INFO - 已处理|Processed: 340.00M 行|lines
2026-01-19 12:48:01.987 - INFO - SAM文件读取完成|SAM file reading completed: 343.78M 行|lines, 2000000 k-mers
2026-01-19 12:48:39.985 - INFO - BWA比对及过滤完成|BWA alignment and filtering completed: 6.74M filtered hits (保留率|retention: 100.0%)
2026-01-19 12:49:13.502 - INFO - 批次9过滤完成|Batch 9 filtering completed
2026-01-19 12:49:13.502 - INFO - ============================================================
2026-01-19 12:49:13.502 - INFO - 处理批次|Processing batch 10/39
2026-01-19 12:49:13.502 - INFO - 批次文件|Batch file: output/07_post_gwas_bwa/batches/batch_010.fa
2026-01-19 12:49:13.502 - INFO - ============================================================
2026-01-19 12:49:13.502 - INFO - 运行BWA mem|Running BWA mem
2026-01-19 12:50:28.139 - INFO - BWA mem比对完成|BWA mem alignment completed (批次|batch 10)
2026-01-19 12:50:28.139 - INFO - 应用智能过滤并转换输出格式（流式处理）|Applying smart filtering and converting output format (stream processing)
2026-01-19 12:50:28.139 - INFO - AS阈值|AS threshold: AS_ratio = 0.95
