2026-01-17 16:11:38.089 - INFO - ============================================================
2026-01-17 16:11:38.089 - INFO - 开始KMERIA完整分析流程|Starting KMERIA complete analysis pipeline
2026-01-17 16:11:38.089 - INFO - ============================================================
2026-01-17 16:11:38.089 - INFO - ============================================================
2026-01-17 16:11:38.089 - INFO - 执行步骤|Executing step: COUNT
2026-01-17 16:11:38.089 - INFO - ============================================================
2026-01-17 16:11:38.089 - INFO - 开始k-mer计数|Starting k-mer counting
2026-01-17 16:11:38.089 - INFO - 样本数量|Sample count: 181
2026-01-17 16:11:39.262 - INFO - 跳过样本|Skip sample: WK018A (输出文件已存在|output file exists: output/01_kmer_counts/WK018A_k31.bin, 19322.28M)
2026-01-17 16:11:39.262 - INFO - 跳过样本|Skip sample: WK38A (输出文件已存在|output file exists: output/01_kmer_counts/WK38A_k31.bin, 21109.14M)
2026-01-17 16:11:39.262 - INFO - 跳过样本|Skip sample: WK002A (输出文件已存在|output file exists: output/01_kmer_counts/WK002A_k31.bin, 20461.85M)
2026-01-17 16:11:39.262 - INFO - 处理批次|Processing batch 37/46: 4 个样本|samples
2026-01-17 16:11:39.262 - INFO - 跳过样本|Skip sample: WK003A (输出文件已存在|output file exists: output/01_kmer_counts/WK003A_k31.bin, 20663.06M)
2026-01-17 16:11:39.262 - INFO - 跳过样本|Skip sample: WK42A (输出文件已存在|output file exists: output/01_kmer_counts/WK42A_k31.bin, 9101.57M)
2026-01-17 16:11:39.263 - INFO - 跳过样本|Skip sample: WJ45A (输出文件已存在|output file exists: output/01_kmer_counts/WJ45A_k31.bin, 19045.57M)
2026-01-17 16:11:39.263 - INFO - 跳过样本|Skip sample: WK057A (输出文件已存在|output file exists: output/01_kmer_counts/WK057A_k31.bin, 19603.08M)
2026-01-17 16:11:39.263 - INFO - 处理批次|Processing batch 38/46: 4 个样本|samples
2026-01-17 16:11:39.263 - INFO - 跳过样本|Skip sample: WK084-2A (输出文件已存在|output file exists: output/01_kmer_counts/WK084-2A_k31.bin, 20956.66M)
2026-01-17 16:11:39.263 - INFO - 跳过样本|Skip sample: WK084-1A (输出文件已存在|output file exists: output/01_kmer_counts/WK084-1A_k31.bin, 18180.38M)
2026-01-17 16:11:39.263 - INFO - 跳过样本|Skip sample: SDW073-2A (输出文件已存在|output file exists: output/01_kmer_counts/SDW073-2A_k31.bin, 15582.56M)
2026-01-17 16:11:39.263 - INFO - 跳过样本|Skip sample: GDW87A (输出文件已存在|output file exists: output/01_kmer_counts/GDW87A_k31.bin, 17721.68M)
2026-01-17 16:11:39.263 - INFO - 处理批次|Processing batch 39/46: 4 个样本|samples
2026-01-17 16:11:39.264 - INFO - 跳过样本|Skip sample: DB65A (输出文件已存在|output file exists: output/01_kmer_counts/DB65A_k31.bin, 20049.47M)
2026-01-17 16:11:39.264 - INFO - 跳过样本|Skip sample: DB103A (输出文件已存在|output file exists: output/01_kmer_counts/DB103A_k31.bin, 20754.18M)
2026-01-17 16:11:39.264 - INFO - 跳过样本|Skip sample: DB45A (输出文件已存在|output file exists: output/01_kmer_counts/DB45A_k31.bin, 18349.35M)
2026-01-17 16:11:39.264 - INFO - 跳过样本|Skip sample: DB27A (输出文件已存在|output file exists: output/01_kmer_counts/DB27A_k31.bin, 20367.07M)
2026-01-17 16:11:39.264 - INFO - 处理批次|Processing batch 40/46: 4 个样本|samples
2026-01-17 16:11:39.264 - INFO - 跳过样本|Skip sample: DB61A (输出文件已存在|output file exists: output/01_kmer_counts/DB61A_k31.bin, 19418.27M)
2026-01-17 16:11:39.264 - INFO - 跳过样本|Skip sample: DB95A (输出文件已存在|output file exists: output/01_kmer_counts/DB95A_k31.bin, 20138.68M)
2026-01-17 16:11:39.264 - INFO - 跳过样本|Skip sample: DB97A (输出文件已存在|output file exists: output/01_kmer_counts/DB97A_k31.bin, 18373.84M)
2026-01-17 16:11:39.265 - INFO - 跳过样本|Skip sample: DB41A (输出文件已存在|output file exists: output/01_kmer_counts/DB41A_k31.bin, 18251.10M)
2026-01-17 16:11:39.265 - INFO - 处理批次|Processing batch 41/46: 4 个样本|samples
2026-01-17 16:11:39.265 - INFO - 跳过样本|Skip sample: DB40A (输出文件已存在|output file exists: output/01_kmer_counts/DB40A_k31.bin, 24661.49M)
2026-01-17 16:11:39.265 - INFO - 跳过样本|Skip sample: DB104A (输出文件已存在|output file exists: output/01_kmer_counts/DB104A_k31.bin, 15415.24M)
2026-01-17 16:11:39.265 - INFO - 跳过样本|Skip sample: DB93A (输出文件已存在|output file exists: output/01_kmer_counts/DB93A_k31.bin, 27480.26M)
2026-01-17 16:11:39.265 - INFO - 跳过样本|Skip sample: DB107A (输出文件已存在|output file exists: output/01_kmer_counts/DB107A_k31.bin, 19848.36M)
2026-01-17 16:11:39.265 - INFO - 处理批次|Processing batch 42/46: 4 个样本|samples
2026-01-17 16:11:39.265 - INFO - 跳过样本|Skip sample: DB30A (输出文件已存在|output file exists: output/01_kmer_counts/DB30A_k31.bin, 19506.42M)
2026-01-17 16:11:39.266 - INFO - 跳过样本|Skip sample: WJ51A (输出文件已存在|output file exists: output/01_kmer_counts/WJ51A_k31.bin, 20285.73M)
2026-01-17 16:11:39.266 - INFO - 跳过样本|Skip sample: DB57A (输出文件已存在|output file exists: output/01_kmer_counts/DB57A_k31.bin, 20933.24M)
2026-01-17 16:11:39.266 - INFO - 跳过样本|Skip sample: DB67A (输出文件已存在|output file exists: output/01_kmer_counts/DB67A_k31.bin, 21240.66M)
2026-01-17 16:11:39.266 - INFO - 处理批次|Processing batch 43/46: 4 个样本|samples
2026-01-17 16:11:39.266 - INFO - 跳过样本|Skip sample: DB75A (输出文件已存在|output file exists: output/01_kmer_counts/DB75A_k31.bin, 26325.32M)
2026-01-17 16:11:39.266 - INFO - 跳过样本|Skip sample: DB79A (输出文件已存在|output file exists: output/01_kmer_counts/DB79A_k31.bin, 19592.54M)
2026-01-17 16:11:39.266 - INFO - 跳过样本|Skip sample: DB76A (输出文件已存在|output file exists: output/01_kmer_counts/DB76A_k31.bin, 18283.86M)
2026-01-17 16:11:39.267 - INFO - 跳过样本|Skip sample: DB68A (输出文件已存在|output file exists: output/01_kmer_counts/DB68A_k31.bin, 20809.42M)
2026-01-17 16:11:39.267 - INFO - 处理批次|Processing batch 44/46: 4 个样本|samples
2026-01-17 16:11:39.267 - INFO - 跳过样本|Skip sample: DB74A (输出文件已存在|output file exists: output/01_kmer_counts/DB74A_k31.bin, 17512.36M)
2026-01-17 16:11:39.267 - INFO - 跳过样本|Skip sample: DB72A (输出文件已存在|output file exists: output/01_kmer_counts/DB72A_k31.bin, 20703.71M)
2026-01-17 16:11:39.267 - INFO - 跳过样本|Skip sample: DB22A (输出文件已存在|output file exists: output/01_kmer_counts/DB22A_k31.bin, 19651.40M)
2026-01-17 16:11:39.267 - INFO - 跳过样本|Skip sample: DB53A (输出文件已存在|output file exists: output/01_kmer_counts/DB53A_k31.bin, 20005.93M)
2026-01-17 16:11:39.267 - INFO - 处理批次|Processing batch 45/46: 4 个样本|samples
2026-01-17 16:11:39.267 - INFO - 跳过样本|Skip sample: DB63A (输出文件已存在|output file exists: output/01_kmer_counts/DB63A_k31.bin, 16526.70M)
2026-01-17 16:11:39.267 - INFO - 跳过样本|Skip sample: DB106A (输出文件已存在|output file exists: output/01_kmer_counts/DB106A_k31.bin, 20765.53M)
2026-01-17 16:11:39.267 - INFO - 跳过样本|Skip sample: DB102A (输出文件已存在|output file exists: output/01_kmer_counts/DB102A_k31.bin, 20541.09M)
2026-01-17 16:11:39.267 - INFO - 跳过样本|Skip sample: DB89A (输出文件已存在|output file exists: output/01_kmer_counts/DB89A_k31.bin, 18798.38M)
2026-01-17 16:11:39.267 - INFO - 处理批次|Processing batch 46/46: 1 个样本|samples
2026-01-17 16:11:39.267 - INFO - 跳过样本|Skip sample: DB8A (输出文件已存在|output file exists: output/01_kmer_counts/DB8A_k31.bin, 21334.13M)
2026-01-17 16:11:39.267 - INFO - k-mer计数完成|K-mer counting completed
2026-01-17 16:11:39.268 - INFO - 成功|Success: 181/181
2026-01-17 16:11:39.268 - INFO - 步骤count完成|Step count completed
2026-01-17 16:11:39.268 - INFO - ============================================================
2026-01-17 16:11:39.268 - INFO - 执行步骤|Executing step: KCTM
2026-01-17 16:11:39.268 - INFO - ============================================================
2026-01-17 16:11:40.761 - INFO - 跳过矩阵构建|Skip matrix construction (输出文件已存在|output files exist: 7473 files, 1954867.47M)
2026-01-17 16:11:40.761 - INFO - 步骤kctm完成|Step kctm completed
2026-01-17 16:11:40.761 - INFO - ============================================================
2026-01-17 16:11:40.761 - INFO - 执行步骤|Executing step: FILTER
2026-01-17 16:11:40.761 - INFO - ============================================================
2026-01-17 16:11:42.141 - INFO - 跳过矩阵过滤|Skip matrix filtering (输出文件已存在|output files exist: 7474 files, 30947.97M)
2026-01-17 16:11:42.142 - INFO - 步骤filter完成|Step filter completed
2026-01-17 16:11:42.142 - INFO - ============================================================
2026-01-17 16:11:42.142 - INFO - 执行步骤|Executing step: M2B
2026-01-17 16:11:42.142 - INFO - ============================================================
2026-01-17 16:11:43.183 - INFO - 跳过格式转换|Skip format conversion (输出文件已存在|output files exist: 7473 files, 8612.29M)
2026-01-17 16:11:43.184 - INFO - 步骤m2b完成|Step m2b completed
2026-01-17 16:11:43.184 - INFO - ============================================================
2026-01-17 16:11:43.184 - INFO - 执行步骤|Executing step: ASSO
2026-01-17 16:11:43.184 - INFO - ============================================================
2026-01-17 16:11:43.184 - INFO - 开始k-mer关联分析|Starting k-mer association analysis
2026-01-17 16:11:45.235 - INFO - 跳过关联分析|Skip association analysis (输出文件已存在|output files exist: 14946 files, 3731.39M)
2026-01-17 16:11:45.236 - INFO - 步骤asso完成|Step asso completed
2026-01-17 16:11:45.236 - INFO - 
2026-01-17 16:11:45.236 - INFO - ============================================================
2026-01-17 16:11:45.236 - INFO - 执行质控统计|Executing QC statistics
2026-01-17 16:11:45.236 - INFO - ============================================================
2026-01-17 16:11:45.236 - INFO - 开始质控统计|Starting QC statistics
2026-01-17 16:11:45.237 - INFO - k-mer文件数|K-mer file count: 181
2026-01-17 16:11:45.237 - INFO - 总大小|Total size: 2897853.52M bytes
2026-01-17 16:11:45.317 - INFO - QC报告已保存|QC report saved: output/06_qc_reports/qc_report.json
2026-01-17 16:11:45.318 - INFO - 
2026-01-17 16:11:45.318 - INFO - ============================================================
2026-01-17 16:11:45.318 - INFO - 执行Post-GWAS分析|Executing Post-GWAS analysis
2026-01-17 16:11:45.318 - INFO - ============================================================
2026-01-17 16:11:45.318 - INFO - 开始Post-GWAS分析|Starting Post-GWAS analysis
2026-01-17 16:11:45.343 - INFO - 找到|Found 7473 个关联结果文件|association result files
2026-01-17 16:11:45.343 - INFO - 输出目录|Output directory: output/07_post_gwas_bwa
2026-01-17 16:11:45.343 - INFO - 比对工具|Alignment tool: bwa
2026-01-17 16:11:45.343 - INFO - 合并|Merging 7473 个关联结果文件|association result files
2026-01-17 16:12:21.380 - INFO - 合并完成|Merge completed
2026-01-17 16:12:28.919 - INFO - 总k-mer数|Total k-mers: 77.37M
2026-01-17 16:12:28.919 - INFO - 阈值设置|Threshold settings:
2026-01-17 16:12:28.919 - INFO -   严格阈值|Strict threshold: 1e-05
2026-01-17 16:12:28.919 - INFO -   Bonferroni校正阈值|Bonferroni threshold: 6.462301633512173e-10
2026-01-17 16:12:28.919 - INFO - 创建所有k-mer的FASTA文件|Creating FASTA file for all k-mers
2026-01-17 16:14:12.534 - INFO - 创建了|Created 77.37M 个k-mer记录|k-mer records
2026-01-17 16:14:12.535 - INFO - k-mer映射文件|K-mer mapping file: output/07_post_gwas_bwa/all_kmers.mapping.txt
2026-01-17 16:14:12.535 - INFO - 使用BWA进行k-mer比对|Using BWA for k-mer alignment
2026-01-17 16:14:12.535 - INFO - BWA参数|BWA parameters: -k 9 -T 10 -a
2026-01-17 16:14:12.535 - INFO - 智能过滤阈值|Smart filtering threshold: AS_ratio = 0.95
2026-01-17 16:14:12.535 - INFO - 运行BWA比对|Running BWA alignment
2026-01-17 16:14:12.535 - INFO - 这可能需要较长时间...|This may take a while...
2026-01-17 16:14:12.535 - INFO - BWA索引已存在，跳过创建|BWA index already exists, skipping: /share/org/YZWL/yzwl_lixg/project/21.野生大豆群体/05.所有样品/19.第一批369个有表型的样品去冗余做kmer-GWAS-分级作为表型/genome.fa
2026-01-17 16:14:12.535 - INFO - 统计查询序列数量|Counting query sequences...
2026-01-17 16:14:25.965 - INFO - 查询序列数量|Query sequence count: 77.37M
2026-01-17 16:14:25.965 - WARNING - 序列数量过大|Large sequence count (77.37M), 启用分批处理|enabling batch processing
2026-01-17 16:14:25.965 - INFO - 拆分FASTA文件为批次（每批次|Splitting FASTA into batches (2000000 sequences/batch）
2026-01-17 16:14:25.966 - INFO - 创建批次|Creating batch 1: output/07_post_gwas_bwa/batch_001.fa
2026-01-17 16:14:31.624 - INFO - 创建批次|Creating batch 10: output/07_post_gwas_bwa/batch_010.fa
2026-01-17 16:14:37.930 - INFO - 创建批次|Creating batch 20: output/07_post_gwas_bwa/batch_020.fa
2026-01-17 16:14:44.224 - INFO - 创建批次|Creating batch 30: output/07_post_gwas_bwa/batch_030.fa
2026-01-17 16:14:50.321 - INFO - FASTA拆分完成|FASTA splitting completed: 39 个批次|batches, 总计|total 77371814 条序列|sequences
2026-01-17 16:14:50.322 - INFO - ============================================================
2026-01-17 16:14:50.322 - INFO - 处理批次|Processing batch 1/39
2026-01-17 16:14:50.322 - INFO - 批次文件|Batch file: output/07_post_gwas_bwa/batch_001.fa
2026-01-17 16:14:50.322 - INFO - ============================================================
2026-01-17 16:14:50.322 - INFO - 运行BWA mem|Running BWA mem
2026-01-17 16:16:04.366 - INFO - BWA mem比对完成|BWA mem alignment completed (批次|batch 1)
2026-01-17 16:16:04.366 - INFO - 转换SAM到BAM|Converting SAM to BAM (批次|batch 1)
2026-01-17 16:23:07.392 - INFO - SAM到BAM转换完成|SAM to BAM conversion completed (批次|batch 1)
2026-01-17 16:23:07.392 - INFO - ============================================================
2026-01-17 16:23:07.392 - INFO - 处理批次|Processing batch 2/39
2026-01-17 16:23:07.392 - INFO - 批次文件|Batch file: output/07_post_gwas_bwa/batch_002.fa
2026-01-17 16:23:07.392 - INFO - ============================================================
2026-01-17 16:23:07.392 - INFO - 运行BWA mem|Running BWA mem
2026-01-17 16:24:17.451 - INFO - BWA mem比对完成|BWA mem alignment completed (批次|batch 2)
2026-01-17 16:24:17.451 - INFO - 转换SAM到BAM|Converting SAM to BAM (批次|batch 2)
2026-01-17 16:31:22.377 - INFO - SAM到BAM转换完成|SAM to BAM conversion completed (批次|batch 2)
2026-01-17 16:31:22.377 - INFO - ============================================================
2026-01-17 16:31:22.378 - INFO - 处理批次|Processing batch 3/39
2026-01-17 16:31:22.378 - INFO - 批次文件|Batch file: output/07_post_gwas_bwa/batch_003.fa
2026-01-17 16:31:22.378 - INFO - ============================================================
2026-01-17 16:31:22.378 - INFO - 运行BWA mem|Running BWA mem
2026-01-17 16:32:31.234 - INFO - BWA mem比对完成|BWA mem alignment completed (批次|batch 3)
2026-01-17 16:32:31.235 - INFO - 转换SAM到BAM|Converting SAM to BAM (批次|batch 3)
2026-01-17 16:39:43.467 - INFO - SAM到BAM转换完成|SAM to BAM conversion completed (批次|batch 3)
2026-01-17 16:39:43.468 - INFO - ============================================================
2026-01-17 16:39:43.468 - INFO - 处理批次|Processing batch 4/39
2026-01-17 16:39:43.468 - INFO - 批次文件|Batch file: output/07_post_gwas_bwa/batch_004.fa
2026-01-17 16:39:43.468 - INFO - ============================================================
2026-01-17 16:39:43.468 - INFO - 运行BWA mem|Running BWA mem
2026-01-17 16:40:54.054 - INFO - BWA mem比对完成|BWA mem alignment completed (批次|batch 4)
2026-01-17 16:40:54.054 - INFO - 转换SAM到BAM|Converting SAM to BAM (批次|batch 4)
2026-01-17 16:48:06.181 - INFO - SAM到BAM转换完成|SAM to BAM conversion completed (批次|batch 4)
2026-01-17 16:48:06.182 - INFO - ============================================================
2026-01-17 16:48:06.182 - INFO - 处理批次|Processing batch 5/39
2026-01-17 16:48:06.182 - INFO - 批次文件|Batch file: output/07_post_gwas_bwa/batch_005.fa
2026-01-17 16:48:06.182 - INFO - ============================================================
2026-01-17 16:48:06.182 - INFO - 运行BWA mem|Running BWA mem
2026-01-17 16:49:15.442 - INFO - BWA mem比对完成|BWA mem alignment completed (批次|batch 5)
2026-01-17 16:49:15.442 - INFO - 转换SAM到BAM|Converting SAM to BAM (批次|batch 5)
2026-01-17 16:56:31.466 - INFO - SAM到BAM转换完成|SAM to BAM conversion completed (批次|batch 5)
2026-01-17 16:56:31.466 - INFO - ============================================================
2026-01-17 16:56:31.466 - INFO - 处理批次|Processing batch 6/39
2026-01-17 16:56:31.466 - INFO - 批次文件|Batch file: output/07_post_gwas_bwa/batch_006.fa
2026-01-17 16:56:31.466 - INFO - ============================================================
2026-01-17 16:56:31.466 - INFO - 运行BWA mem|Running BWA mem
2026-01-17 16:57:41.390 - INFO - BWA mem比对完成|BWA mem alignment completed (批次|batch 6)
2026-01-17 16:57:41.391 - INFO - 转换SAM到BAM|Converting SAM to BAM (批次|batch 6)
2026-01-17 17:04:46.044 - INFO - SAM到BAM转换完成|SAM to BAM conversion completed (批次|batch 6)
2026-01-17 17:04:46.045 - INFO - ============================================================
2026-01-17 17:04:46.045 - INFO - 处理批次|Processing batch 7/39
2026-01-17 17:04:46.045 - INFO - 批次文件|Batch file: output/07_post_gwas_bwa/batch_007.fa
2026-01-17 17:04:46.045 - INFO - ============================================================
2026-01-17 17:04:46.045 - INFO - 运行BWA mem|Running BWA mem
2026-01-17 17:05:55.211 - INFO - BWA mem比对完成|BWA mem alignment completed (批次|batch 7)
2026-01-17 17:05:55.211 - INFO - 转换SAM到BAM|Converting SAM to BAM (批次|batch 7)
2026-01-17 17:13:01.979 - INFO - SAM到BAM转换完成|SAM to BAM conversion completed (批次|batch 7)
2026-01-17 17:13:01.979 - INFO - ============================================================
2026-01-17 17:13:01.979 - INFO - 处理批次|Processing batch 8/39
2026-01-17 17:13:01.979 - INFO - 批次文件|Batch file: output/07_post_gwas_bwa/batch_008.fa
2026-01-17 17:13:01.980 - INFO - ============================================================
2026-01-17 17:13:01.980 - INFO - 运行BWA mem|Running BWA mem
2026-01-17 17:14:10.847 - INFO - BWA mem比对完成|BWA mem alignment completed (批次|batch 8)
2026-01-17 17:14:10.847 - INFO - 转换SAM到BAM|Converting SAM to BAM (批次|batch 8)
2026-01-17 17:21:22.484 - INFO - SAM到BAM转换完成|SAM to BAM conversion completed (批次|batch 8)
2026-01-17 17:21:22.485 - INFO - ============================================================
2026-01-17 17:21:22.485 - INFO - 处理批次|Processing batch 9/39
2026-01-17 17:21:22.485 - INFO - 批次文件|Batch file: output/07_post_gwas_bwa/batch_009.fa
2026-01-17 17:21:22.485 - INFO - ============================================================
2026-01-17 17:21:22.485 - INFO - 运行BWA mem|Running BWA mem
2026-01-17 17:22:31.947 - INFO - BWA mem比对完成|BWA mem alignment completed (批次|batch 9)
2026-01-17 17:22:31.947 - INFO - 转换SAM到BAM|Converting SAM to BAM (批次|batch 9)
2026-01-17 17:29:38.352 - INFO - SAM到BAM转换完成|SAM to BAM conversion completed (批次|batch 9)
2026-01-17 17:29:38.352 - INFO - ============================================================
2026-01-17 17:29:38.352 - INFO - 处理批次|Processing batch 10/39
2026-01-17 17:29:38.352 - INFO - 批次文件|Batch file: output/07_post_gwas_bwa/batch_010.fa
2026-01-17 17:29:38.352 - INFO - ============================================================
2026-01-17 17:29:38.352 - INFO - 运行BWA mem|Running BWA mem
2026-01-17 17:30:55.271 - INFO - BWA mem比对完成|BWA mem alignment completed (批次|batch 10)
2026-01-17 17:30:55.271 - INFO - 转换SAM到BAM|Converting SAM to BAM (批次|batch 10)
2026-01-17 17:38:07.136 - INFO - SAM到BAM转换完成|SAM to BAM conversion completed (批次|batch 10)
2026-01-17 17:38:07.137 - INFO - ============================================================
2026-01-17 17:38:07.137 - INFO - 处理批次|Processing batch 11/39
2026-01-17 17:38:07.137 - INFO - 批次文件|Batch file: output/07_post_gwas_bwa/batch_011.fa
2026-01-17 17:38:07.137 - INFO - ============================================================
2026-01-17 17:38:07.137 - INFO - 运行BWA mem|Running BWA mem
2026-01-17 17:39:16.322 - INFO - BWA mem比对完成|BWA mem alignment completed (批次|batch 11)
2026-01-17 17:39:16.322 - INFO - 转换SAM到BAM|Converting SAM to BAM (批次|batch 11)
2026-01-17 17:46:22.937 - INFO - SAM到BAM转换完成|SAM to BAM conversion completed (批次|batch 11)
2026-01-17 17:46:22.937 - INFO - ============================================================
2026-01-17 17:46:22.937 - INFO - 处理批次|Processing batch 12/39
2026-01-17 17:46:22.937 - INFO - 批次文件|Batch file: output/07_post_gwas_bwa/batch_012.fa
2026-01-17 17:46:22.937 - INFO - ============================================================
2026-01-17 17:46:22.937 - INFO - 运行BWA mem|Running BWA mem
2026-01-17 17:47:37.876 - INFO - BWA mem比对完成|BWA mem alignment completed (批次|batch 12)
2026-01-17 17:47:37.876 - INFO - 转换SAM到BAM|Converting SAM to BAM (批次|batch 12)
2026-01-17 17:54:48.148 - INFO - SAM到BAM转换完成|SAM to BAM conversion completed (批次|batch 12)
2026-01-17 17:54:48.150 - INFO - ============================================================
2026-01-17 17:54:48.150 - INFO - 处理批次|Processing batch 13/39
2026-01-17 17:54:48.150 - INFO - 批次文件|Batch file: output/07_post_gwas_bwa/batch_013.fa
2026-01-17 17:54:48.150 - INFO - ============================================================
2026-01-17 17:54:48.150 - INFO - 运行BWA mem|Running BWA mem
2026-01-17 17:55:57.590 - INFO - BWA mem比对完成|BWA mem alignment completed (批次|batch 13)
2026-01-17 17:55:57.590 - INFO - 转换SAM到BAM|Converting SAM to BAM (批次|batch 13)
2026-01-17 18:03:09.889 - INFO - SAM到BAM转换完成|SAM to BAM conversion completed (批次|batch 13)
2026-01-17 18:03:09.890 - INFO - ============================================================
2026-01-17 18:03:09.890 - INFO - 处理批次|Processing batch 14/39
2026-01-17 18:03:09.890 - INFO - 批次文件|Batch file: output/07_post_gwas_bwa/batch_014.fa
2026-01-17 18:03:09.890 - INFO - ============================================================
2026-01-17 18:03:09.890 - INFO - 运行BWA mem|Running BWA mem
2026-01-17 18:04:25.143 - INFO - BWA mem比对完成|BWA mem alignment completed (批次|batch 14)
2026-01-17 18:04:25.143 - INFO - 转换SAM到BAM|Converting SAM to BAM (批次|batch 14)
2026-01-17 18:11:31.330 - INFO - SAM到BAM转换完成|SAM to BAM conversion completed (批次|batch 14)
2026-01-17 18:11:31.331 - INFO - ============================================================
2026-01-17 18:11:31.331 - INFO - 处理批次|Processing batch 15/39
2026-01-17 18:11:31.331 - INFO - 批次文件|Batch file: output/07_post_gwas_bwa/batch_015.fa
2026-01-17 18:11:31.331 - INFO - ============================================================
2026-01-17 18:11:31.331 - INFO - 运行BWA mem|Running BWA mem
2026-01-17 18:12:41.187 - INFO - BWA mem比对完成|BWA mem alignment completed (批次|batch 15)
2026-01-17 18:12:41.188 - INFO - 转换SAM到BAM|Converting SAM to BAM (批次|batch 15)
2026-01-17 18:20:00.225 - INFO - SAM到BAM转换完成|SAM to BAM conversion completed (批次|batch 15)
2026-01-17 18:20:00.225 - INFO - ============================================================
2026-01-17 18:20:00.225 - INFO - 处理批次|Processing batch 16/39
2026-01-17 18:20:00.225 - INFO - 批次文件|Batch file: output/07_post_gwas_bwa/batch_016.fa
2026-01-17 18:20:00.225 - INFO - ============================================================
2026-01-17 18:20:00.226 - INFO - 运行BWA mem|Running BWA mem
2026-01-17 18:21:17.552 - INFO - BWA mem比对完成|BWA mem alignment completed (批次|batch 16)
2026-01-17 18:21:17.552 - INFO - 转换SAM到BAM|Converting SAM to BAM (批次|batch 16)
2026-01-17 18:28:33.987 - INFO - SAM到BAM转换完成|SAM to BAM conversion completed (批次|batch 16)
2026-01-17 18:28:33.987 - INFO - ============================================================
2026-01-17 18:28:33.987 - INFO - 处理批次|Processing batch 17/39
2026-01-17 18:28:33.987 - INFO - 批次文件|Batch file: output/07_post_gwas_bwa/batch_017.fa
2026-01-17 18:28:33.987 - INFO - ============================================================
2026-01-17 18:28:33.987 - INFO - 运行BWA mem|Running BWA mem
2026-01-17 18:29:50.068 - INFO - BWA mem比对完成|BWA mem alignment completed (批次|batch 17)
2026-01-17 18:29:50.069 - INFO - 转换SAM到BAM|Converting SAM to BAM (批次|batch 17)
2026-01-17 18:37:11.875 - INFO - SAM到BAM转换完成|SAM to BAM conversion completed (批次|batch 17)
2026-01-17 18:37:11.876 - INFO - ============================================================
2026-01-17 18:37:11.876 - INFO - 处理批次|Processing batch 18/39
2026-01-17 18:37:11.876 - INFO - 批次文件|Batch file: output/07_post_gwas_bwa/batch_018.fa
2026-01-17 18:37:11.876 - INFO - ============================================================
2026-01-17 18:37:11.876 - INFO - 运行BWA mem|Running BWA mem
2026-01-17 18:38:23.186 - INFO - BWA mem比对完成|BWA mem alignment completed (批次|batch 18)
2026-01-17 18:38:23.186 - INFO - 转换SAM到BAM|Converting SAM to BAM (批次|batch 18)
2026-01-17 18:45:44.994 - INFO - SAM到BAM转换完成|SAM to BAM conversion completed (批次|batch 18)
2026-01-17 18:45:44.994 - INFO - ============================================================
2026-01-17 18:45:44.994 - INFO - 处理批次|Processing batch 19/39
2026-01-17 18:45:44.994 - INFO - 批次文件|Batch file: output/07_post_gwas_bwa/batch_019.fa
2026-01-17 18:45:44.995 - INFO - ============================================================
2026-01-17 18:45:44.995 - INFO - 运行BWA mem|Running BWA mem
2026-01-17 18:46:54.555 - INFO - BWA mem比对完成|BWA mem alignment completed (批次|batch 19)
2026-01-17 18:46:54.555 - INFO - 转换SAM到BAM|Converting SAM to BAM (批次|batch 19)
2026-01-17 18:54:06.579 - INFO - SAM到BAM转换完成|SAM to BAM conversion completed (批次|batch 19)
2026-01-17 18:54:06.580 - INFO - ============================================================
2026-01-17 18:54:06.580 - INFO - 处理批次|Processing batch 20/39
2026-01-17 18:54:06.580 - INFO - 批次文件|Batch file: output/07_post_gwas_bwa/batch_020.fa
2026-01-17 18:54:06.580 - INFO - ============================================================
2026-01-17 18:54:06.580 - INFO - 运行BWA mem|Running BWA mem
2026-01-17 18:55:21.702 - INFO - BWA mem比对完成|BWA mem alignment completed (批次|batch 20)
2026-01-17 18:55:21.702 - INFO - 转换SAM到BAM|Converting SAM to BAM (批次|batch 20)
2026-01-17 19:02:29.292 - INFO - SAM到BAM转换完成|SAM to BAM conversion completed (批次|batch 20)
2026-01-17 19:02:29.293 - INFO - ============================================================
2026-01-17 19:02:29.293 - INFO - 处理批次|Processing batch 21/39
2026-01-17 19:02:29.293 - INFO - 批次文件|Batch file: output/07_post_gwas_bwa/batch_021.fa
2026-01-17 19:02:29.293 - INFO - ============================================================
2026-01-17 19:02:29.293 - INFO - 运行BWA mem|Running BWA mem
2026-01-17 19:03:40.408 - INFO - BWA mem比对完成|BWA mem alignment completed (批次|batch 21)
2026-01-17 19:03:40.408 - INFO - 转换SAM到BAM|Converting SAM to BAM (批次|batch 21)
2026-01-17 19:10:45.242 - INFO - SAM到BAM转换完成|SAM to BAM conversion completed (批次|batch 21)
2026-01-17 19:10:45.243 - INFO - ============================================================
2026-01-17 19:10:45.243 - INFO - 处理批次|Processing batch 22/39
2026-01-17 19:10:45.243 - INFO - 批次文件|Batch file: output/07_post_gwas_bwa/batch_022.fa
2026-01-17 19:10:45.243 - INFO - ============================================================
2026-01-17 19:10:45.243 - INFO - 运行BWA mem|Running BWA mem
2026-01-17 19:11:54.007 - INFO - BWA mem比对完成|BWA mem alignment completed (批次|batch 22)
2026-01-17 19:11:54.007 - INFO - 转换SAM到BAM|Converting SAM to BAM (批次|batch 22)
