2026-02-02 20:35:14.247 - INFO - ====================================================================================================
2026-02-02 20:35:14.248 - INFO -  Kmer丰度转VCF工具|Kmer Abundance to VCF Converter
2026-02-02 20:35:14.249 - INFO - ====================================================================================================
2026-02-02 20:35:14.249 - INFO - 输入文件|Input file: /share/org/YZWL/yzwl_lixg/project/21.野生大豆群体/05.所有样品/23.kmerGWAS_实验室流程/01.kmer_db/kmer_matrix_with_header.txt
2026-02-02 20:35:14.249 - INFO - 输出VCF|Output VCF: /share/org/YZWL/yzwl_lixg/project/21.野生大豆群体/05.所有样品/23.kmerGWAS_实验室流程/02.kmer2vcf_快速模式/kmer.vcf.gz
2026-02-02 20:35:14.249 - INFO - 样本数|Number of samples: 181
2026-02-02 20:35:14.249 - INFO - 运行模式|Running mode: 快速模式（单次遍历）|Fast mode (single pass)
2026-02-02 20:35:14.249 - INFO - 染色体长度|Chromosome length: 1,000
2026-02-02 20:35:14.249 - INFO - 
2026-02-02 20:35:14.254 - INFO - ====================================================================================================
2026-02-02 20:35:14.254 - INFO -  快速模式转换（单次遍历）|Fast Mode Conversion (Single Pass)
2026-02-02 20:35:14.254 - INFO - ====================================================================================================
2026-02-02 20:35:14.254 - INFO - 输入文件|Input file: /share/org/YZWL/yzwl_lixg/project/21.野生大豆群体/05.所有样品/23.kmerGWAS_实验室流程/01.kmer_db/kmer_matrix_with_header.txt
2026-02-02 20:35:14.254 - INFO - 输出VCF|Output VCF: /share/org/YZWL/yzwl_lixg/project/21.野生大豆群体/05.所有样品/23.kmerGWAS_实验室流程/02.kmer2vcf_快速模式/kmer.vcf.gz
2026-02-02 20:35:14.254 - INFO - 染色体长度|Chromosome length: 1,000
2026-02-02 20:35:14.254 - INFO - 
2026-02-02 20:35:14.256 - INFO - 样本数量|Number of samples: 181
2026-02-02 20:35:14.256 - INFO - 预估kmer总数|Estimated total kmers: 17,341,634,442
2026-02-02 20:35:14.256 - INFO - 染色体数量|Number of chromosomes: 17341635
2026-02-02 20:35:14.256 - INFO - 
2026-02-02 20:35:17.432 - INFO - 开始转换数据行|Starting data line conversion...
2026-02-02 20:35:33.235 - INFO - 已处理|Processed: 1,000,000 kmers, 输出|output: 999,999
2026-02-03 00:00:20.101 - INFO - 已处理|Processed: 782,000,000 kmers, 输出|output: 781,999,999
2026-02-03 00:00:35.843 - INFO - 已处理|Processed: 783,000,000 kmers, 输出|output: 782,999,999
2026-02-03 00:00:51.602 - INFO - 已处理|Processed: 784,000,000 kmers, 输出|output: 783,999,999
2026-02-03 00:01:07.361 - INFO - 已处理|Processed: 785,000,000 kmers, 输出|output: 784,999,999
2026-02-03 00:01:22.974 - INFO - 已处理|Processed: 786,000,000 kmers, 输出|output: 785,999,999
2026-02-03 00:01:38.689 - INFO - 已处理|Processed: 787,000,000 kmers, 输出|output: 786,999,999
2026-02-03 00:01:54.394 - INFO - 已处理|Processed: 788,000,000 kmers, 输出|output: 787,999,999
2026-02-03 00:02:10.100 - INFO - 已处理|Processed: 789,000,000 kmers, 输出|output: 788,999,999
2026-02-03 00:02:25.820 - INFO - 已处理|Processed: 790,000,000 kmers, 输出|output: 789,999,999
2026-02-03 00:02:41.521 - INFO - 已处理|Processed: 791,000,000 kmers, 输出|output: 790,999,999
2026-02-03 00:02:57.204 - INFO - 已处理|Processed: 792,000,000 kmers, 输出|output: 791,999,999
2026-02-03 00:03:12.848 - INFO - 已处理|Processed: 793,000,000 kmers, 输出|output: 792,999,999
2026-02-03 00:03:28.543 - INFO - 已处理|Processed: 794,000,000 kmers, 输出|output: 793,999,999
2026-02-03 00:03:44.257 - INFO - 已处理|Processed: 795,000,000 kmers, 输出|output: 794,999,999
2026-02-03 00:03:59.973 - INFO - 已处理|Processed: 796,000,000 kmers, 输出|output: 795,999,999
2026-02-03 00:04:15.689 - INFO - 已处理|Processed: 797,000,000 kmers, 输出|output: 796,999,999
2026-02-03 00:04:31.388 - INFO - 已处理|Processed: 798,000,000 kmers, 输出|output: 797,999,999
2026-02-03 00:04:47.103 - INFO - 已处理|Processed: 799,000,000 kmers, 输出|output: 798,999,999
2026-02-03 00:05:02.782 - INFO - 已处理|Processed: 800,000,000 kmers, 输出|output: 799,999,999
2026-02-03 00:05:18.458 - INFO - 已处理|Processed: 801,000,000 kmers, 输出|output: 800,999,999
2026-02-03 00:05:34.162 - INFO - 已处理|Processed: 802,000,000 kmers, 输出|output: 801,999,999
2026-02-03 00:05:49.818 - INFO - 已处理|Processed: 803,000,000 kmers, 输出|output: 802,999,999
2026-02-03 00:06:05.514 - INFO - 已处理|Processed: 804,000,000 kmers, 输出|output: 803,999,999
2026-02-03 00:06:21.163 - INFO - 已处理|Processed: 805,000,000 kmers, 输出|output: 804,999,999
2026-02-03 00:06:36.802 - INFO - 已处理|Processed: 806,000,000 kmers, 输出|output: 805,999,999
2026-02-03 00:06:52.532 - INFO - 已处理|Processed: 807,000,000 kmers, 输出|output: 806,999,999
2026-02-03 00:07:08.285 - INFO - 已处理|Processed: 808,000,000 kmers, 输出|output: 807,999,999
2026-02-03 00:07:23.996 - INFO - 已处理|Processed: 809,000,000 kmers, 输出|output: 808,999,999
2026-02-03 00:07:39.632 - INFO - 已处理|Processed: 810,000,000 kmers, 输出|output: 809,999,999
2026-02-03 00:07:55.230 - INFO - 已处理|Processed: 811,000,000 kmers, 输出|output: 810,999,999
2026-02-03 00:08:10.815 - INFO - 已处理|Processed: 812,000,000 kmers, 输出|output: 811,999,999
2026-02-03 00:08:26.453 - INFO - 已处理|Processed: 813,000,000 kmers, 输出|output: 812,999,999
2026-02-03 00:08:42.091 - INFO - 已处理|Processed: 814,000,000 kmers, 输出|output: 813,999,999
2026-02-03 00:08:57.751 - INFO - 已处理|Processed: 815,000,000 kmers, 输出|output: 814,999,999
2026-02-03 00:09:13.399 - INFO - 已处理|Processed: 816,000,000 kmers, 输出|output: 815,999,999
2026-02-03 00:09:29.035 - INFO - 已处理|Processed: 817,000,000 kmers, 输出|output: 816,999,999
2026-02-03 00:09:44.674 - INFO - 已处理|Processed: 818,000,000 kmers, 输出|output: 817,999,999
2026-02-03 00:10:00.328 - INFO - 已处理|Processed: 819,000,000 kmers, 输出|output: 818,999,999
2026-02-03 00:10:16.005 - INFO - 已处理|Processed: 820,000,000 kmers, 输出|output: 819,999,999
2026-02-03 00:10:31.698 - INFO - 已处理|Processed: 821,000,000 kmers, 输出|output: 820,999,999
2026-02-03 00:10:47.366 - INFO - 已处理|Processed: 822,000,000 kmers, 输出|output: 821,999,999
2026-02-03 00:11:03.027 - INFO - 已处理|Processed: 823,000,000 kmers, 输出|output: 822,999,999
2026-02-03 00:11:18.695 - INFO - 已处理|Processed: 824,000,000 kmers, 输出|output: 823,999,999
2026-02-03 00:11:34.370 - INFO - 已处理|Processed: 825,000,000 kmers, 输出|output: 824,999,999
2026-02-03 00:11:50.042 - INFO - 已处理|Processed: 826,000,000 kmers, 输出|output: 825,999,999
2026-02-03 00:12:05.791 - INFO - 已处理|Processed: 827,000,000 kmers, 输出|output: 826,999,999
2026-02-03 00:12:21.487 - INFO - 已处理|Processed: 828,000,000 kmers, 输出|output: 827,999,999
2026-02-03 00:12:37.226 - INFO - 已处理|Processed: 829,000,000 kmers, 输出|output: 828,999,999
2026-02-03 00:12:52.963 - INFO - 已处理|Processed: 830,000,000 kmers, 输出|output: 829,999,999
2026-02-03 00:13:08.666 - INFO - 已处理|Processed: 831,000,000 kmers, 输出|output: 830,999,999
2026-02-03 00:13:24.521 - INFO - 已处理|Processed: 832,000,000 kmers, 输出|output: 831,999,999
2026-02-03 00:13:40.205 - INFO - 已处理|Processed: 833,000,000 kmers, 输出|output: 832,999,999
2026-02-03 00:13:55.943 - INFO - 已处理|Processed: 834,000,000 kmers, 输出|output: 833,999,999
2026-02-03 00:14:11.693 - INFO - 已处理|Processed: 835,000,000 kmers, 输出|output: 834,999,999
2026-02-03 00:14:27.373 - INFO - 已处理|Processed: 836,000,000 kmers, 输出|output: 835,999,999
2026-02-03 00:14:43.083 - INFO - 已处理|Processed: 837,000,000 kmers, 输出|output: 836,999,999
2026-02-03 00:14:58.758 - INFO - 已处理|Processed: 838,000,000 kmers, 输出|output: 837,999,999
2026-02-03 00:15:14.422 - INFO - 已处理|Processed: 839,000,000 kmers, 输出|output: 838,999,999
2026-02-03 00:15:30.087 - INFO - 已处理|Processed: 840,000,000 kmers, 输出|output: 839,999,999
2026-02-03 00:15:45.733 - INFO - 已处理|Processed: 841,000,000 kmers, 输出|output: 840,999,999
2026-02-03 00:16:01.392 - INFO - 已处理|Processed: 842,000,000 kmers, 输出|output: 841,999,999
2026-02-03 00:16:17.056 - INFO - 已处理|Processed: 843,000,000 kmers, 输出|output: 842,999,999
2026-02-03 00:16:32.730 - INFO - 已处理|Processed: 844,000,000 kmers, 输出|output: 843,999,999
2026-02-03 00:16:48.391 - INFO - 已处理|Processed: 845,000,000 kmers, 输出|output: 844,999,999
2026-02-03 00:17:04.033 - INFO - 已处理|Processed: 846,000,000 kmers, 输出|output: 845,999,999
2026-02-03 00:17:19.693 - INFO - 已处理|Processed: 847,000,000 kmers, 输出|output: 846,999,999
2026-02-03 00:17:35.346 - INFO - 已处理|Processed: 848,000,000 kmers, 输出|output: 847,999,999
2026-02-03 00:17:50.994 - INFO - 已处理|Processed: 849,000,000 kmers, 输出|output: 848,999,999
2026-02-03 00:18:06.628 - INFO - 已处理|Processed: 850,000,000 kmers, 输出|output: 849,999,999
2026-02-03 00:18:22.286 - INFO - 已处理|Processed: 851,000,000 kmers, 输出|output: 850,999,999
2026-02-03 00:18:37.966 - INFO - 已处理|Processed: 852,000,000 kmers, 输出|output: 851,999,999
2026-02-03 00:18:53.605 - INFO - 已处理|Processed: 853,000,000 kmers, 输出|output: 852,999,999
2026-02-03 00:19:09.248 - INFO - 已处理|Processed: 854,000,000 kmers, 输出|output: 853,999,999
2026-02-03 00:19:24.918 - INFO - 已处理|Processed: 855,000,000 kmers, 输出|output: 854,999,999
2026-02-03 00:19:40.709 - INFO - 已处理|Processed: 856,000,000 kmers, 输出|output: 855,999,999
2026-02-03 00:19:56.466 - INFO - 已处理|Processed: 857,000,000 kmers, 输出|output: 856,999,999
2026-02-03 00:20:12.148 - INFO - 已处理|Processed: 858,000,000 kmers, 输出|output: 857,999,999
2026-02-03 00:20:27.846 - INFO - 已处理|Processed: 859,000,000 kmers, 输出|output: 858,999,999
2026-02-03 00:20:43.524 - INFO - 已处理|Processed: 860,000,000 kmers, 输出|output: 859,999,999
2026-02-03 00:20:59.168 - INFO - 已处理|Processed: 861,000,000 kmers, 输出|output: 860,999,999
2026-02-03 00:21:14.800 - INFO - 已处理|Processed: 862,000,000 kmers, 输出|output: 861,999,999
2026-02-03 00:21:30.423 - INFO - 已处理|Processed: 863,000,000 kmers, 输出|output: 862,999,999
2026-02-03 00:21:46.109 - INFO - 已处理|Processed: 864,000,000 kmers, 输出|output: 863,999,999
2026-02-03 00:22:01.708 - INFO - 已处理|Processed: 865,000,000 kmers, 输出|output: 864,999,999
2026-02-03 00:22:17.363 - INFO - 已处理|Processed: 866,000,000 kmers, 输出|output: 865,999,999
2026-02-03 00:22:32.986 - INFO - 已处理|Processed: 867,000,000 kmers, 输出|output: 866,999,999
2026-02-03 00:22:48.585 - INFO - 已处理|Processed: 868,000,000 kmers, 输出|output: 867,999,999
2026-02-03 00:23:04.186 - INFO - 已处理|Processed: 869,000,000 kmers, 输出|output: 868,999,999
2026-02-03 00:23:19.851 - INFO - 已处理|Processed: 870,000,000 kmers, 输出|output: 869,999,999
2026-02-03 00:23:35.475 - INFO - 已处理|Processed: 871,000,000 kmers, 输出|output: 870,999,999
2026-02-03 00:23:51.079 - INFO - 已处理|Processed: 872,000,000 kmers, 输出|output: 871,999,999
2026-02-03 00:24:06.725 - INFO - 已处理|Processed: 873,000,000 kmers, 输出|output: 872,999,999
2026-02-03 00:24:22.313 - INFO - 已处理|Processed: 874,000,000 kmers, 输出|output: 873,999,999
2026-02-03 00:24:37.916 - INFO - 已处理|Processed: 875,000,000 kmers, 输出|output: 874,999,999
2026-02-03 00:24:53.578 - INFO - 已处理|Processed: 876,000,000 kmers, 输出|output: 875,999,999
2026-02-03 00:25:09.229 - INFO - 已处理|Processed: 877,000,000 kmers, 输出|output: 876,999,999
2026-02-03 00:25:24.896 - INFO - 已处理|Processed: 878,000,000 kmers, 输出|output: 877,999,999
2026-02-03 00:25:40.548 - INFO - 已处理|Processed: 879,000,000 kmers, 输出|output: 878,999,999
2026-02-03 00:25:56.203 - INFO - 已处理|Processed: 880,000,000 kmers, 输出|output: 879,999,999
2026-02-03 00:26:11.896 - INFO - 已处理|Processed: 881,000,000 kmers, 输出|output: 880,999,999
2026-02-03 00:26:27.579 - INFO - 已处理|Processed: 882,000,000 kmers, 输出|output: 881,999,999
2026-02-03 00:26:43.250 - INFO - 已处理|Processed: 883,000,000 kmers, 输出|output: 882,999,999
2026-02-03 00:26:58.906 - INFO - 已处理|Processed: 884,000,000 kmers, 输出|output: 883,999,999
2026-02-03 00:27:14.588 - INFO - 已处理|Processed: 885,000,000 kmers, 输出|output: 884,999,999
2026-02-03 00:27:30.303 - INFO - 已处理|Processed: 886,000,000 kmers, 输出|output: 885,999,999
2026-02-03 00:27:46.021 - INFO - 已处理|Processed: 887,000,000 kmers, 输出|output: 886,999,999
2026-02-03 00:28:01.762 - INFO - 已处理|Processed: 888,000,000 kmers, 输出|output: 887,999,999
2026-02-03 00:28:17.382 - INFO - 已处理|Processed: 889,000,000 kmers, 输出|output: 888,999,999
2026-02-03 00:28:33.033 - INFO - 已处理|Processed: 890,000,000 kmers, 输出|output: 889,999,999
2026-02-03 00:28:48.675 - INFO - 已处理|Processed: 891,000,000 kmers, 输出|output: 890,999,999
2026-02-03 00:29:04.316 - INFO - 已处理|Processed: 892,000,000 kmers, 输出|output: 891,999,999
2026-02-03 00:29:19.965 - INFO - 已处理|Processed: 893,000,000 kmers, 输出|output: 892,999,999
2026-02-03 00:29:35.619 - INFO - 已处理|Processed: 894,000,000 kmers, 输出|output: 893,999,999
2026-02-03 00:29:51.291 - INFO - 已处理|Processed: 895,000,000 kmers, 输出|output: 894,999,999
2026-02-03 00:30:06.935 - INFO - 已处理|Processed: 896,000,000 kmers, 输出|output: 895,999,999
2026-02-03 00:30:22.591 - INFO - 已处理|Processed: 897,000,000 kmers, 输出|output: 896,999,999
2026-02-03 00:30:38.226 - INFO - 已处理|Processed: 898,000,000 kmers, 输出|output: 897,999,999
2026-02-03 00:30:53.870 - INFO - 已处理|Processed: 899,000,000 kmers, 输出|output: 898,999,999
2026-02-03 00:31:09.514 - INFO - 已处理|Processed: 900,000,000 kmers, 输出|output: 899,999,999
2026-02-03 00:31:25.191 - INFO - 已处理|Processed: 901,000,000 kmers, 输出|output: 900,999,999
2026-02-03 00:31:40.903 - INFO - 已处理|Processed: 902,000,000 kmers, 输出|output: 901,999,999
2026-02-03 00:31:56.596 - INFO - 已处理|Processed: 903,000,000 kmers, 输出|output: 902,999,999
2026-02-03 00:32:12.259 - INFO - 已处理|Processed: 904,000,000 kmers, 输出|output: 903,999,999
2026-02-03 00:32:27.938 - INFO - 已处理|Processed: 905,000,000 kmers, 输出|output: 904,999,999
2026-02-03 00:32:43.615 - INFO - 已处理|Processed: 906,000,000 kmers, 输出|output: 905,999,999
2026-02-03 00:32:59.315 - INFO - 已处理|Processed: 907,000,000 kmers, 输出|output: 906,999,999
2026-02-03 00:33:14.966 - INFO - 已处理|Processed: 908,000,000 kmers, 输出|output: 907,999,999
2026-02-03 00:33:30.650 - INFO - 已处理|Processed: 909,000,000 kmers, 输出|output: 908,999,999
2026-02-03 00:33:46.328 - INFO - 已处理|Processed: 910,000,000 kmers, 输出|output: 909,999,999
2026-02-03 00:34:02.040 - INFO - 已处理|Processed: 911,000,000 kmers, 输出|output: 910,999,999
2026-02-03 00:34:17.708 - INFO - 已处理|Processed: 912,000,000 kmers, 输出|output: 911,999,999
2026-02-03 00:34:33.421 - INFO - 已处理|Processed: 913,000,000 kmers, 输出|output: 912,999,999
2026-02-03 00:34:49.181 - INFO - 已处理|Processed: 914,000,000 kmers, 输出|output: 913,999,999
2026-02-03 00:35:04.817 - INFO - 已处理|Processed: 915,000,000 kmers, 输出|output: 914,999,999
2026-02-03 00:35:20.454 - INFO - 已处理|Processed: 916,000,000 kmers, 输出|output: 915,999,999
2026-02-03 00:35:36.062 - INFO - 已处理|Processed: 917,000,000 kmers, 输出|output: 916,999,999
2026-02-03 00:35:51.770 - INFO - 已处理|Processed: 918,000,000 kmers, 输出|output: 917,999,999
2026-02-03 00:36:07.493 - INFO - 已处理|Processed: 919,000,000 kmers, 输出|output: 918,999,999
2026-02-03 00:36:23.193 - INFO - 已处理|Processed: 920,000,000 kmers, 输出|output: 919,999,999
2026-02-03 00:36:38.847 - INFO - 已处理|Processed: 921,000,000 kmers, 输出|output: 920,999,999
2026-02-03 00:36:54.544 - INFO - 已处理|Processed: 922,000,000 kmers, 输出|output: 921,999,999
2026-02-03 00:37:10.214 - INFO - 已处理|Processed: 923,000,000 kmers, 输出|output: 922,999,999
2026-02-03 00:37:25.926 - INFO - 已处理|Processed: 924,000,000 kmers, 输出|output: 923,999,999
2026-02-03 00:37:41.666 - INFO - 已处理|Processed: 925,000,000 kmers, 输出|output: 924,999,999
2026-02-03 00:37:57.404 - INFO - 已处理|Processed: 926,000,000 kmers, 输出|output: 925,999,999
2026-02-03 00:38:13.136 - INFO - 已处理|Processed: 927,000,000 kmers, 输出|output: 926,999,999
2026-02-03 00:38:28.867 - INFO - 已处理|Processed: 928,000,000 kmers, 输出|output: 927,999,999
2026-02-03 00:38:44.593 - INFO - 已处理|Processed: 929,000,000 kmers, 输出|output: 928,999,999
2026-02-03 00:39:00.314 - INFO - 已处理|Processed: 930,000,000 kmers, 输出|output: 929,999,999
2026-02-03 00:39:16.027 - INFO - 已处理|Processed: 931,000,000 kmers, 输出|output: 930,999,999
2026-02-03 00:39:31.731 - INFO - 已处理|Processed: 932,000,000 kmers, 输出|output: 931,999,999
2026-02-03 00:39:47.445 - INFO - 已处理|Processed: 933,000,000 kmers, 输出|output: 932,999,999
2026-02-03 00:40:03.159 - INFO - 已处理|Processed: 934,000,000 kmers, 输出|output: 933,999,999
2026-02-03 00:40:18.856 - INFO - 已处理|Processed: 935,000,000 kmers, 输出|output: 934,999,999
2026-02-03 00:40:34.574 - INFO - 已处理|Processed: 936,000,000 kmers, 输出|output: 935,999,999
2026-02-03 00:40:50.272 - INFO - 已处理|Processed: 937,000,000 kmers, 输出|output: 936,999,999
2026-02-03 00:41:05.978 - INFO - 已处理|Processed: 938,000,000 kmers, 输出|output: 937,999,999
2026-02-03 00:41:21.679 - INFO - 已处理|Processed: 939,000,000 kmers, 输出|output: 938,999,999
2026-02-03 00:41:37.395 - INFO - 已处理|Processed: 940,000,000 kmers, 输出|output: 939,999,999
2026-02-03 00:41:53.125 - INFO - 已处理|Processed: 941,000,000 kmers, 输出|output: 940,999,999
2026-02-03 00:42:08.863 - INFO - 已处理|Processed: 942,000,000 kmers, 输出|output: 941,999,999
2026-02-03 00:42:24.577 - INFO - 已处理|Processed: 943,000,000 kmers, 输出|output: 942,999,999
2026-02-03 00:42:40.318 - INFO - 已处理|Processed: 944,000,000 kmers, 输出|output: 943,999,999
2026-02-03 00:42:56.027 - INFO - 已处理|Processed: 945,000,000 kmers, 输出|output: 944,999,999
2026-02-03 00:43:11.748 - INFO - 已处理|Processed: 946,000,000 kmers, 输出|output: 945,999,999
2026-02-03 00:43:27.472 - INFO - 已处理|Processed: 947,000,000 kmers, 输出|output: 946,999,999
2026-02-03 00:43:43.208 - INFO - 已处理|Processed: 948,000,000 kmers, 输出|output: 947,999,999
2026-02-03 00:43:58.939 - INFO - 已处理|Processed: 949,000,000 kmers, 输出|output: 948,999,999
2026-02-03 00:44:14.657 - INFO - 已处理|Processed: 950,000,000 kmers, 输出|output: 949,999,999
2026-02-03 00:44:30.382 - INFO - 已处理|Processed: 951,000,000 kmers, 输出|output: 950,999,999
2026-02-03 00:44:46.103 - INFO - 已处理|Processed: 952,000,000 kmers, 输出|output: 951,999,999
2026-02-03 00:45:01.835 - INFO - 已处理|Processed: 953,000,000 kmers, 输出|output: 952,999,999
2026-02-03 00:45:17.568 - INFO - 已处理|Processed: 954,000,000 kmers, 输出|output: 953,999,999
2026-02-03 00:45:33.327 - INFO - 已处理|Processed: 955,000,000 kmers, 输出|output: 954,999,999
2026-02-03 00:45:49.102 - INFO - 已处理|Processed: 956,000,000 kmers, 输出|output: 955,999,999
2026-02-03 00:46:04.862 - INFO - 已处理|Processed: 957,000,000 kmers, 输出|output: 956,999,999
2026-02-03 00:46:20.589 - INFO - 已处理|Processed: 958,000,000 kmers, 输出|output: 957,999,999
2026-02-03 00:46:36.395 - INFO - 已处理|Processed: 959,000,000 kmers, 输出|output: 958,999,999
2026-02-03 00:46:52.180 - INFO - 已处理|Processed: 960,000,000 kmers, 输出|output: 959,999,999
2026-02-03 00:47:07.898 - INFO - 已处理|Processed: 961,000,000 kmers, 输出|output: 960,999,999
2026-02-03 00:47:23.599 - INFO - 已处理|Processed: 962,000,000 kmers, 输出|output: 961,999,999
2026-02-03 00:47:39.209 - INFO - 已处理|Processed: 963,000,000 kmers, 输出|output: 962,999,999
2026-02-03 00:47:54.872 - INFO - 已处理|Processed: 964,000,000 kmers, 输出|output: 963,999,999
2026-02-03 00:48:10.511 - INFO - 已处理|Processed: 965,000,000 kmers, 输出|output: 964,999,999
2026-02-03 00:48:26.165 - INFO - 已处理|Processed: 966,000,000 kmers, 输出|output: 965,999,999
2026-02-03 00:48:41.849 - INFO - 已处理|Processed: 967,000,000 kmers, 输出|output: 966,999,999
2026-02-03 00:48:57.478 - INFO - 已处理|Processed: 968,000,000 kmers, 输出|output: 967,999,999
2026-02-03 00:49:13.095 - INFO - 已处理|Processed: 969,000,000 kmers, 输出|output: 968,999,999
2026-02-03 00:49:28.700 - INFO - 已处理|Processed: 970,000,000 kmers, 输出|output: 969,999,999
2026-02-03 00:49:44.300 - INFO - 已处理|Processed: 971,000,000 kmers, 输出|output: 970,999,999
2026-02-03 00:49:59.919 - INFO - 已处理|Processed: 972,000,000 kmers, 输出|output: 971,999,999
2026-02-03 00:50:15.532 - INFO - 已处理|Processed: 973,000,000 kmers, 输出|output: 972,999,999
2026-02-03 00:50:31.133 - INFO - 已处理|Processed: 974,000,000 kmers, 输出|output: 973,999,999
2026-02-03 00:50:46.743 - INFO - 已处理|Processed: 975,000,000 kmers, 输出|output: 974,999,999
2026-02-03 00:51:02.342 - INFO - 已处理|Processed: 976,000,000 kmers, 输出|output: 975,999,999
2026-02-03 00:51:17.939 - INFO - 已处理|Processed: 977,000,000 kmers, 输出|output: 976,999,999
2026-02-03 00:51:33.561 - INFO - 已处理|Processed: 978,000,000 kmers, 输出|output: 977,999,999
2026-02-03 00:51:49.165 - INFO - 已处理|Processed: 979,000,000 kmers, 输出|output: 978,999,999
2026-02-03 00:52:04.764 - INFO - 已处理|Processed: 980,000,000 kmers, 输出|output: 979,999,999
2026-02-03 00:52:20.373 - INFO - 已处理|Processed: 981,000,000 kmers, 输出|output: 980,999,999
2026-02-03 00:52:35.967 - INFO - 已处理|Processed: 982,000,000 kmers, 输出|output: 981,999,999
2026-02-03 00:52:51.590 - INFO - 已处理|Processed: 983,000,000 kmers, 输出|output: 982,999,999
2026-02-03 00:53:07.204 - INFO - 已处理|Processed: 984,000,000 kmers, 输出|output: 983,999,999
2026-02-03 00:53:22.815 - INFO - 已处理|Processed: 985,000,000 kmers, 输出|output: 984,999,999
2026-02-03 00:53:38.420 - INFO - 已处理|Processed: 986,000,000 kmers, 输出|output: 985,999,999
2026-02-03 00:53:54.045 - INFO - 已处理|Processed: 987,000,000 kmers, 输出|output: 986,999,999
2026-02-03 00:54:09.644 - INFO - 已处理|Processed: 988,000,000 kmers, 输出|output: 987,999,999
2026-02-03 00:54:25.237 - INFO - 已处理|Processed: 989,000,000 kmers, 输出|output: 988,999,999
2026-02-03 00:54:40.828 - INFO - 已处理|Processed: 990,000,000 kmers, 输出|output: 989,999,999
2026-02-03 00:54:56.443 - INFO - 已处理|Processed: 991,000,000 kmers, 输出|output: 990,999,999
2026-02-03 00:55:12.079 - INFO - 已处理|Processed: 992,000,000 kmers, 输出|output: 991,999,999
2026-02-03 00:55:27.711 - INFO - 已处理|Processed: 993,000,000 kmers, 输出|output: 992,999,999
2026-02-03 00:55:43.370 - INFO - 已处理|Processed: 994,000,000 kmers, 输出|output: 993,999,999
2026-02-03 00:55:59.032 - INFO - 已处理|Processed: 995,000,000 kmers, 输出|output: 994,999,999
2026-02-03 00:56:14.752 - INFO - 已处理|Processed: 996,000,000 kmers, 输出|output: 995,999,999
2026-02-03 00:56:30.416 - INFO - 已处理|Processed: 997,000,000 kmers, 输出|output: 996,999,999
2026-02-03 00:56:46.126 - INFO - 已处理|Processed: 998,000,000 kmers, 输出|output: 997,999,999
2026-02-03 00:57:01.886 - INFO - 已处理|Processed: 999,000,000 kmers, 输出|output: 998,999,999
2026-02-03 00:57:17.607 - INFO - 已处理|Processed: 1,000,000,000 kmers, 输出|output: 999,999,999
2026-02-03 00:57:33.315 - INFO - 已处理|Processed: 1,001,000,000 kmers, 输出|output: 1,000,999,999
2026-02-03 00:57:49.079 - INFO - 已处理|Processed: 1,002,000,000 kmers, 输出|output: 1,001,999,999
2026-02-03 00:58:04.823 - INFO - 已处理|Processed: 1,003,000,000 kmers, 输出|output: 1,002,999,999
2026-02-03 00:58:20.558 - INFO - 已处理|Processed: 1,004,000,000 kmers, 输出|output: 1,003,999,999
2026-02-03 00:58:36.309 - INFO - 已处理|Processed: 1,005,000,000 kmers, 输出|output: 1,004,999,999
2026-02-03 00:58:52.003 - INFO - 已处理|Processed: 1,006,000,000 kmers, 输出|output: 1,005,999,999
2026-02-03 00:59:07.728 - INFO - 已处理|Processed: 1,007,000,000 kmers, 输出|output: 1,006,999,999
2026-02-03 00:59:23.389 - INFO - 已处理|Processed: 1,008,000,000 kmers, 输出|output: 1,007,999,999
2026-02-03 00:59:39.059 - INFO - 已处理|Processed: 1,009,000,000 kmers, 输出|output: 1,008,999,999
2026-02-03 00:59:54.695 - INFO - 已处理|Processed: 1,010,000,000 kmers, 输出|output: 1,009,999,999
2026-02-03 01:00:10.377 - INFO - 已处理|Processed: 1,011,000,000 kmers, 输出|output: 1,010,999,999
2026-02-03 01:00:26.081 - INFO - 已处理|Processed: 1,012,000,000 kmers, 输出|output: 1,011,999,999
2026-02-03 01:00:41.770 - INFO - 已处理|Processed: 1,013,000,000 kmers, 输出|output: 1,012,999,999
2026-02-03 01:00:57.439 - INFO - 已处理|Processed: 1,014,000,000 kmers, 输出|output: 1,013,999,999
2026-02-03 01:01:13.116 - INFO - 已处理|Processed: 1,015,000,000 kmers, 输出|output: 1,014,999,999
2026-02-03 01:01:28.800 - INFO - 已处理|Processed: 1,016,000,000 kmers, 输出|output: 1,015,999,999
2026-02-03 01:01:44.466 - INFO - 已处理|Processed: 1,017,000,000 kmers, 输出|output: 1,016,999,999
2026-02-03 01:02:00.129 - INFO - 已处理|Processed: 1,018,000,000 kmers, 输出|output: 1,017,999,999
2026-02-03 01:02:15.804 - INFO - 已处理|Processed: 1,019,000,000 kmers, 输出|output: 1,018,999,999
2026-02-03 01:02:31.472 - INFO - 已处理|Processed: 1,020,000,000 kmers, 输出|output: 1,019,999,999
2026-02-03 01:02:47.130 - INFO - 已处理|Processed: 1,021,000,000 kmers, 输出|output: 1,020,999,999
2026-02-03 01:03:02.825 - INFO - 已处理|Processed: 1,022,000,000 kmers, 输出|output: 1,021,999,999
