正在处理 SNP 文件: variation.filtered.snp.vcf.gz...
SNP 文件处理完成.
正在处理 INDEL 文件: variation.filtered.indel.vcf.gz...
INDEL 文件处理完成.

#CHROM	SAMPLE	SNP_COUNT	INDEL_COUNT	INDEL_TYPE
NC_007957.1	BS16	10	2	insertion
NC_007957.1	BS16	10	3	deletion
NC_012119.1	BS16	325	80	insertion
NC_012119.1	BS16	325	74	deletion
NC_081805.1	BS16	552143	41570	insertion
NC_081805.1	BS16	552143	50494	deletion
NC_081806.1	BS16	376617	25323	insertion
NC_081806.1	BS16	376617	30037	deletion
NC_081807.1	BS16	439957	29405	insertion
NC_081807.1	BS16	439957	37181	deletion
NC_081808.1	BS16	426504	32396	insertion
NC_081808.1	BS16	426504	38740	deletion
NC_081809.1	BS16	581312	41167	insertion
NC_081809.1	BS16	581312	51626	deletion
NC_081810.1	BS16	465785	35025	insertion
NC_081810.1	BS16	465785	43538	deletion
NC_081811.1	BS16	584153	43553	insertion
NC_081811.1	BS16	584153	53239	deletion
NC_081812.1	BS16	469512	36280	insertion
NC_081812.1	BS16	469512	43442	deletion
NC_081813.1	BS16	525541	36088	insertion
NC_081813.1	BS16	525541	47423	deletion
NC_081814.1	BS16	477206	35226	insertion
NC_081814.1	BS16	477206	42316	deletion
NC_081815.1	BS16	373027	26390	insertion
NC_081815.1	BS16	373027	33044	deletion
NC_081816.1	BS16	473766	33898	insertion
NC_081816.1	BS16	473766	41149	deletion
NC_081817.1	BS16	562517	41487	insertion
NC_081817.1	BS16	562517	50548	deletion
NC_081818.1	BS16	488610	34968	insertion
NC_081818.1	BS16	488610	43420	deletion
NC_081819.1	BS16	382442	25716	insertion
NC_081819.1	BS16	382442	32351	deletion
NC_081820.1	BS16	500841	34826	insertion
NC_081820.1	BS16	500841	45817	deletion
NC_081821.1	BS16	226349	15622	insertion
NC_081821.1	BS16	226349	18695	deletion
NC_081822.1	BS16	571904	41664	insertion
NC_081822.1	BS16	571904	51201	deletion
NC_081823.1	BS16	549939	37409	insertion
NC_081823.1	BS16	549939	47033	deletion
NC_007957.1	BS17	10	2	insertion
NC_007957.1	BS17	10	3	deletion
NC_012119.1	BS17	325	80	insertion
NC_012119.1	BS17	325	74	deletion
NC_081805.1	BS17	548753	41074	insertion
NC_081805.1	BS17	548753	49885	deletion
NC_081806.1	BS17	375220	25060	insertion
NC_081806.1	BS17	375220	29858	deletion
NC_081807.1	BS17	439217	29001	insertion
NC_081807.1	BS17	439217	36684	deletion
NC_081808.1	BS17	423114	31996	insertion
NC_081808.1	BS17	423114	38147	deletion
NC_081809.1	BS17	578992	40768	insertion
NC_081809.1	BS17	578992	51062	deletion
NC_081810.1	BS17	463551	34623	insertion
NC_081810.1	BS17	463551	43209	deletion
NC_081811.1	BS17	580747	42970	insertion
NC_081811.1	BS17	580747	52957	deletion
NC_081812.1	BS17	467353	36044	insertion
NC_081812.1	BS17	467353	43377	deletion
NC_081813.1	BS17	521868	35769	insertion
NC_081813.1	BS17	521868	46856	deletion
NC_081814.1	BS17	475174	34841	insertion
NC_081814.1	BS17	475174	42042	deletion
NC_081815.1	BS17	371935	26086	insertion
NC_081815.1	BS17	371935	32789	deletion
NC_081816.1	BS17	471882	33564	insertion
NC_081816.1	BS17	471882	41113	deletion
NC_081817.1	BS17	560254	41429	insertion
NC_081817.1	BS17	560254	50639	deletion
NC_081818.1	BS17	487461	34817	insertion
NC_081818.1	BS17	487461	43179	deletion
NC_081819.1	BS17	380726	25467	insertion
NC_081819.1	BS17	380726	32117	deletion
NC_081820.1	BS17	497938	34623	insertion
NC_081820.1	BS17	497938	45341	deletion
NC_081821.1	BS17	225421	15602	insertion
NC_081821.1	BS17	225421	18519	deletion
NC_081822.1	BS17	569842	41370	insertion
NC_081822.1	BS17	569842	51010	deletion
NC_081823.1	BS17	546709	36979	insertion
NC_081823.1	BS17	546709	46624	deletion
NC_007957.1	BS18	10	2	insertion
NC_007957.1	BS18	10	3	deletion
NC_012119.1	BS18	321	80	insertion
NC_012119.1	BS18	321	73	deletion
NC_081805.1	BS18	547849	40865	insertion
NC_081805.1	BS18	547849	49541	deletion
NC_081806.1	BS18	373784	24867	insertion
NC_081806.1	BS18	373784	29563	deletion
NC_081807.1	BS18	437549	28824	insertion
NC_081807.1	BS18	437549	36671	deletion
NC_081808.1	BS18	423178	31725	insertion
NC_081808.1	BS18	423178	38157	deletion
NC_081809.1	BS18	576837	40461	insertion
NC_081809.1	BS18	576837	50907	deletion
NC_081810.1	BS18	462453	34446	insertion
NC_081810.1	BS18	462453	42964	deletion
NC_081811.1	BS18	580343	42721	insertion
NC_081811.1	BS18	580343	52641	deletion
NC_081812.1	BS18	466690	35773	insertion
NC_081812.1	BS18	466690	42908	deletion
NC_081813.1	BS18	521378	35406	insertion
NC_081813.1	BS18	521378	46656	deletion
NC_081814.1	BS18	474231	34678	insertion
NC_081814.1	BS18	474231	42103	deletion
NC_081815.1	BS18	370455	26080	insertion
NC_081815.1	BS18	370455	32599	deletion
NC_081816.1	BS18	471242	33334	insertion
NC_081816.1	BS18	471242	40919	deletion
NC_081817.1	BS18	559993	41111	insertion
NC_081817.1	BS18	559993	50171	deletion
NC_081818.1	BS18	487049	34652	insertion
NC_081818.1	BS18	487049	43014	deletion
NC_081819.1	BS18	379121	25299	insertion
NC_081819.1	BS18	379121	32032	deletion
NC_081820.1	BS18	496255	34045	insertion
NC_081820.1	BS18	496255	45048	deletion
NC_081821.1	BS18	226044	15622	insertion
NC_081821.1	BS18	226044	18441	deletion
NC_081822.1	BS18	570085	41195	insertion
NC_081822.1	BS18	570085	50721	deletion
NC_081823.1	BS18	545494	36937	insertion
NC_081823.1	BS18	545494	46291	deletion
NC_007957.1	BS19	10	2	insertion
NC_007957.1	BS19	10	3	deletion
NC_012119.1	BS19	324	80	insertion
NC_012119.1	BS19	324	73	deletion
NC_081805.1	BS19	546961	40533	insertion
NC_081805.1	BS19	546961	49411	deletion
NC_081806.1	BS19	375208	24915	insertion
NC_081806.1	BS19	375208	29618	deletion
NC_081807.1	BS19	438219	28795	insertion
NC_081807.1	BS19	438219	36493	deletion
NC_081808.1	BS19	422122	31583	insertion
NC_081808.1	BS19	422122	37857	deletion
NC_081809.1	BS19	577092	40349	insertion
NC_081809.1	BS19	577092	50478	deletion
NC_081810.1	BS19	462172	34248	insertion
NC_081810.1	BS19	462172	42689	deletion
NC_081811.1	BS19	580261	42554	insertion
NC_081811.1	BS19	580261	52379	deletion
NC_081812.1	BS19	466548	35679	insertion
NC_081812.1	BS19	466548	42876	deletion
NC_081813.1	BS19	521598	35305	insertion
NC_081813.1	BS19	521598	46784	deletion
NC_081814.1	BS19	474981	34588	insertion
NC_081814.1	BS19	474981	41807	deletion
NC_081815.1	BS19	371496	25944	insertion
NC_081815.1	BS19	371496	32653	deletion
NC_081816.1	BS19	470995	33119	insertion
NC_081816.1	BS19	470995	40673	deletion
NC_081817.1	BS19	559832	40898	insertion
NC_081817.1	BS19	559832	50108	deletion
NC_081818.1	BS19	486078	34376	insertion
NC_081818.1	BS19	486078	42726	deletion
NC_081819.1	BS19	380398	25310	insertion
NC_081819.1	BS19	380398	31963	deletion
NC_081820.1	BS19	496419	33902	insertion
NC_081820.1	BS19	496419	44683	deletion
NC_081821.1	BS19	225724	15498	insertion
NC_081821.1	BS19	225724	18448	deletion
NC_081822.1	BS19	570590	41068	insertion
NC_081822.1	BS19	570590	50579	deletion
NC_081823.1	BS19	547146	36778	insertion
NC_081823.1	BS19	547146	46425	deletion
NC_007957.1	BS20	10	2	insertion
NC_007957.1	BS20	10	3	deletion
NC_012119.1	BS20	325	81	insertion
NC_012119.1	BS20	325	74	deletion
NC_081805.1	BS20	550562	41468	insertion
NC_081805.1	BS20	550562	50225	deletion
NC_081806.1	BS20	374991	25302	insertion
NC_081806.1	BS20	374991	29933	deletion
NC_081807.1	BS20	439396	29234	insertion
NC_081807.1	BS20	439396	37091	deletion
NC_081808.1	BS20	424484	32278	insertion
NC_081808.1	BS20	424484	38578	deletion
NC_081809.1	BS20	579574	41085	insertion
NC_081809.1	BS20	579574	51455	deletion
NC_081810.1	BS20	465422	34979	insertion
NC_081810.1	BS20	465422	43661	deletion
NC_081811.1	BS20	582849	43420	insertion
NC_081811.1	BS20	582849	53157	deletion
NC_081812.1	BS20	469121	36414	insertion
NC_081812.1	BS20	469121	43674	deletion
NC_081813.1	BS20	525306	36088	insertion
NC_081813.1	BS20	525306	47440	deletion
NC_081814.1	BS20	475980	35136	insertion
NC_081814.1	BS20	475980	42495	deletion
NC_081815.1	BS20	371588	26619	insertion
NC_081815.1	BS20	371588	32917	deletion
NC_081816.1	BS20	473265	33747	insertion
NC_081816.1	BS20	473265	41318	deletion
NC_081817.1	BS20	562126	41702	insertion
NC_081817.1	BS20	562126	50861	deletion
NC_081818.1	BS20	488125	35101	insertion
NC_081818.1	BS20	488125	43395	deletion
NC_081819.1	BS20	381255	25844	insertion
NC_081819.1	BS20	381255	32511	deletion
NC_081820.1	BS20	499005	34875	insertion
NC_081820.1	BS20	499005	45680	deletion
NC_081821.1	BS20	225337	15729	insertion
NC_081821.1	BS20	225337	18662	deletion
NC_081822.1	BS20	571004	41723	insertion
NC_081822.1	BS20	571004	51259	deletion
NC_081823.1	BS20	548204	37374	insertion
NC_081823.1	BS20	548204	46924	deletion
NC_007957.1	BS21	10	2	insertion
NC_007957.1	BS21	10	3	deletion
NC_012119.1	BS21	322	80	insertion
NC_012119.1	BS21	322	74	deletion
NC_081805.1	BS21	553362	41811	insertion
NC_081805.1	BS21	553362	50741	deletion
NC_081806.1	BS21	376996	25523	insertion
NC_081806.1	BS21	376996	30165	deletion
NC_081807.1	BS21	442177	29640	insertion
NC_081807.1	BS21	442177	37459	deletion
NC_081808.1	BS21	426265	32526	insertion
NC_081808.1	BS21	426265	38776	deletion
NC_081809.1	BS21	583333	41492	insertion
NC_081809.1	BS21	583333	51952	deletion
NC_081810.1	BS21	467456	35162	insertion
NC_081810.1	BS21	467456	43821	deletion
NC_081811.1	BS21	584736	43703	insertion
NC_081811.1	BS21	584736	53592	deletion
NC_081812.1	BS21	469934	36538	insertion
NC_081812.1	BS21	469934	43702	deletion
NC_081813.1	BS21	527650	36535	insertion
NC_081813.1	BS21	527650	47761	deletion
NC_081814.1	BS21	478285	35424	insertion
NC_081814.1	BS21	478285	42592	deletion
NC_081815.1	BS21	373736	26627	insertion
NC_081815.1	BS21	373736	33077	deletion
NC_081816.1	BS21	474869	34105	insertion
NC_081816.1	BS21	474869	41480	deletion
NC_081817.1	BS21	562985	41860	insertion
NC_081817.1	BS21	562985	51023	deletion
NC_081818.1	BS21	489697	35413	insertion
NC_081818.1	BS21	489697	43887	deletion
NC_081819.1	BS21	382527	26114	insertion
NC_081819.1	BS21	382527	32581	deletion
NC_081820.1	BS21	500857	34949	insertion
NC_081820.1	BS21	500857	45810	deletion
NC_081821.1	BS21	226533	15843	insertion
NC_081821.1	BS21	226533	18693	deletion
NC_081822.1	BS21	572385	41802	insertion
NC_081822.1	BS21	572385	51317	deletion
NC_081823.1	BS21	551463	37672	insertion
NC_081823.1	BS21	551463	47227	deletion
NC_007957.1	BS22	10	2	insertion
NC_007957.1	BS22	10	3	deletion
NC_012119.1	BS22	326	80	insertion
NC_012119.1	BS22	326	73	deletion
NC_081805.1	BS22	549174	41001	insertion
NC_081805.1	BS22	549174	50009	deletion
NC_081806.1	BS22	375144	25064	insertion
NC_081806.1	BS22	375144	29884	deletion
NC_081807.1	BS22	438820	29146	insertion
NC_081807.1	BS22	438820	36928	deletion
NC_081808.1	BS22	423778	31948	insertion
NC_081808.1	BS22	423778	38221	deletion
NC_081809.1	BS22	579139	40591	insertion
NC_081809.1	BS22	579139	51172	deletion
NC_081810.1	BS22	463349	34589	insertion
NC_081810.1	BS22	463349	43133	deletion
NC_081811.1	BS22	581199	42810	insertion
NC_081811.1	BS22	581199	52864	deletion
NC_081812.1	BS22	467074	35883	insertion
NC_081812.1	BS22	467074	43046	deletion
NC_081813.1	BS22	523009	35611	insertion
NC_081813.1	BS22	523009	46839	deletion
NC_081814.1	BS22	474971	34768	insertion
NC_081814.1	BS22	474971	42002	deletion
NC_081815.1	BS22	371350	26159	insertion
NC_081815.1	BS22	371350	32728	deletion
NC_081816.1	BS22	471867	33637	insertion
NC_081816.1	BS22	471867	41110	deletion
NC_081817.1	BS22	560128	41220	insertion
NC_081817.1	BS22	560128	50155	deletion
NC_081818.1	BS22	486687	34669	insertion
NC_081818.1	BS22	486687	42992	deletion
NC_081819.1	BS22	380483	25532	insertion
NC_081819.1	BS22	380483	32258	deletion
NC_081820.1	BS22	498324	34362	insertion
NC_081820.1	BS22	498324	45214	deletion
NC_081821.1	BS22	225917	15598	insertion
NC_081821.1	BS22	225917	18588	deletion
NC_081822.1	BS22	570988	41296	insertion
NC_081822.1	BS22	570988	50821	deletion
NC_081823.1	BS22	546206	37027	insertion
NC_081823.1	BS22	546206	46502	deletion
NC_007957.1	BS23	10	2	insertion
NC_007957.1	BS23	10	3	deletion
NC_012119.1	BS23	323	80	insertion
NC_012119.1	BS23	323	74	deletion
NC_081805.1	BS23	551305	41288	insertion
NC_081805.1	BS23	551305	49935	deletion
NC_081806.1	BS23	375717	25141	insertion
NC_081806.1	BS23	375717	29874	deletion
NC_081807.1	BS23	440391	29175	insertion
NC_081807.1	BS23	440391	36893	deletion
NC_081808.1	BS23	425334	31951	insertion
NC_081808.1	BS23	425334	38396	deletion
NC_081809.1	BS23	581350	40838	insertion
NC_081809.1	BS23	581350	51251	deletion
NC_081810.1	BS23	465386	34592	insertion
NC_081810.1	BS23	465386	43181	deletion
NC_081811.1	BS23	583142	42968	insertion
NC_081811.1	BS23	583142	53058	deletion
NC_081812.1	BS23	468186	35947	insertion
NC_081812.1	BS23	468186	43237	deletion
NC_081813.1	BS23	525384	35830	insertion
NC_081813.1	BS23	525384	47113	deletion
NC_081814.1	BS23	476672	34922	insertion
NC_081814.1	BS23	476672	42174	deletion
NC_081815.1	BS23	373258	26145	insertion
NC_081815.1	BS23	373258	32818	deletion
NC_081816.1	BS23	473692	33633	insertion
NC_081816.1	BS23	473692	41147	deletion
NC_081817.1	BS23	563123	41440	insertion
NC_081817.1	BS23	563123	50585	deletion
NC_081818.1	BS23	489153	34620	insertion
NC_081818.1	BS23	489153	43377	deletion
NC_081819.1	BS23	382284	25510	insertion
NC_081819.1	BS23	382284	32204	deletion
NC_081820.1	BS23	498407	34508	insertion
NC_081820.1	BS23	498407	45348	deletion
NC_081821.1	BS23	227609	15612	insertion
NC_081821.1	BS23	227609	18591	deletion
NC_081822.1	BS23	572324	41462	insertion
NC_081822.1	BS23	572324	50996	deletion
NC_081823.1	BS23	550618	37264	insertion
NC_081823.1	BS23	550618	46709	deletion
NC_007957.1	BS24	10	2	insertion
NC_007957.1	BS24	10	3	deletion
NC_012119.1	BS24	323	82	insertion
NC_012119.1	BS24	323	73	deletion
NC_081805.1	BS24	554475	42086	insertion
NC_081805.1	BS24	554475	50789	deletion
NC_081806.1	BS24	376322	25479	insertion
NC_081806.1	BS24	376322	30141	deletion
NC_081807.1	BS24	440255	29492	insertion
NC_081807.1	BS24	440255	37187	deletion
NC_081808.1	BS24	426900	32550	insertion
NC_081808.1	BS24	426900	38952	deletion
NC_081809.1	BS24	582956	41550	insertion
NC_081809.1	BS24	582956	51741	deletion
NC_081810.1	BS24	466808	35271	insertion
NC_081810.1	BS24	466808	43904	deletion
NC_081811.1	BS24	583385	43795	insertion
NC_081811.1	BS24	583385	53558	deletion
NC_081812.1	BS24	470579	36554	insertion
NC_081812.1	BS24	470579	43914	deletion
NC_081813.1	BS24	527115	36640	insertion
NC_081813.1	BS24	527115	47972	deletion
NC_081814.1	BS24	478264	35307	insertion
NC_081814.1	BS24	478264	42781	deletion
NC_081815.1	BS24	373630	26738	insertion
NC_081815.1	BS24	373630	33248	deletion
NC_081816.1	BS24	475260	34220	insertion
NC_081816.1	BS24	475260	41629	deletion
NC_081817.1	BS24	562411	41961	insertion
NC_081817.1	BS24	562411	51102	deletion
NC_081818.1	BS24	489531	35332	insertion
NC_081818.1	BS24	489531	43867	deletion
NC_081819.1	BS24	382606	25969	insertion
NC_081819.1	BS24	382606	32622	deletion
NC_081820.1	BS24	500721	35253	insertion
NC_081820.1	BS24	500721	45849	deletion
NC_081821.1	BS24	225926	15826	insertion
NC_081821.1	BS24	225926	18709	deletion
NC_081822.1	BS24	571246	41826	insertion
NC_081822.1	BS24	571246	51402	deletion
NC_081823.1	BS24	551198	37941	insertion
NC_081823.1	BS24	551198	47507	deletion
NC_007957.1	BS25	10	2	insertion
NC_007957.1	BS25	10	3	deletion
NC_012119.1	BS25	319	80	insertion
NC_012119.1	BS25	319	74	deletion
NC_081805.1	BS25	551300	41527	insertion
NC_081805.1	BS25	551300	50450	deletion
NC_081806.1	BS25	377351	25554	insertion
NC_081806.1	BS25	377351	30176	deletion
NC_081807.1	BS25	440619	29578	insertion
NC_081807.1	BS25	440619	37269	deletion
NC_081808.1	BS25	425974	32457	insertion
NC_081808.1	BS25	425974	38746	deletion
NC_081809.1	BS25	581594	41303	insertion
NC_081809.1	BS25	581594	51665	deletion
NC_081810.1	BS25	465646	35095	insertion
NC_081810.1	BS25	465646	43674	deletion
NC_081811.1	BS25	582786	43544	insertion
NC_081811.1	BS25	582786	53324	deletion
NC_081812.1	BS25	469647	36442	insertion
NC_081812.1	BS25	469647	43656	deletion
NC_081813.1	BS25	525723	36177	insertion
NC_081813.1	BS25	525723	47411	deletion
NC_081814.1	BS25	476559	35153	insertion
NC_081814.1	BS25	476559	42536	deletion
NC_081815.1	BS25	373339	26430	insertion
NC_081815.1	BS25	373339	33117	deletion
NC_081816.1	BS25	473949	33919	insertion
NC_081816.1	BS25	473949	41553	deletion
NC_081817.1	BS25	562958	41852	insertion
NC_081817.1	BS25	562958	50770	deletion
NC_081818.1	BS25	488209	35071	insertion
NC_081818.1	BS25	488209	43548	deletion
NC_081819.1	BS25	382647	25867	insertion
NC_081819.1	BS25	382647	32534	deletion
NC_081820.1	BS25	499532	34887	insertion
NC_081820.1	BS25	499532	45662	deletion
NC_081821.1	BS25	226264	15791	insertion
NC_081821.1	BS25	226264	18543	deletion
NC_081822.1	BS25	571043	41745	insertion
NC_081822.1	BS25	571043	51029	deletion
NC_081823.1	BS25	550071	37478	insertion
NC_081823.1	BS25	550071	47201	deletion
NC_007957.1	BS26	10	2	insertion
NC_007957.1	BS26	10	3	deletion
NC_012119.1	BS26	328	80	insertion
NC_012119.1	BS26	328	73	deletion
NC_081805.1	BS26	545236	40631	insertion
NC_081805.1	BS26	545236	49328	deletion
NC_081806.1	BS26	371033	24835	insertion
NC_081806.1	BS26	371033	29377	deletion
NC_081807.1	BS26	434879	28812	insertion
NC_081807.1	BS26	434879	36284	deletion
NC_081808.1	BS26	419378	31449	insertion
NC_081808.1	BS26	419378	37803	deletion
NC_081809.1	BS26	572986	40200	insertion
NC_081809.1	BS26	572986	50439	deletion
NC_081810.1	BS26	459863	33934	insertion
NC_081810.1	BS26	459863	42701	deletion
NC_081811.1	BS26	576622	42264	insertion
NC_081811.1	BS26	576622	52189	deletion
NC_081812.1	BS26	464020	35456	insertion
NC_081812.1	BS26	464020	42760	deletion
NC_081813.1	BS26	518556	34894	insertion
NC_081813.1	BS26	518556	46051	deletion
NC_081814.1	BS26	470960	34282	insertion
NC_081814.1	BS26	470960	41525	deletion
NC_081815.1	BS26	367496	25626	insertion
NC_081815.1	BS26	367496	32262	deletion
NC_081816.1	BS26	467264	32938	insertion
NC_081816.1	BS26	467264	40422	deletion
NC_081817.1	BS26	555711	40771	insertion
NC_081817.1	BS26	555711	49799	deletion
NC_081818.1	BS26	481992	34076	insertion
NC_081818.1	BS26	481992	42416	deletion
NC_081819.1	BS26	375826	25190	insertion
NC_081819.1	BS26	375826	31647	deletion
NC_081820.1	BS26	493094	33776	insertion
NC_081820.1	BS26	493094	44531	deletion
NC_081821.1	BS26	223667	15403	insertion
NC_081821.1	BS26	223667	18243	deletion
NC_081822.1	BS26	563408	40402	insertion
NC_081822.1	BS26	563408	50083	deletion
NC_081823.1	BS26	540951	36301	insertion
NC_081823.1	BS26	540951	45806	deletion
NC_007957.1	BS27	10	2	insertion
NC_007957.1	BS27	10	3	deletion
NC_012119.1	BS27	325	82	insertion
NC_012119.1	BS27	325	73	deletion
NC_081805.1	BS27	547275	40822	insertion
NC_081805.1	BS27	547275	49908	deletion
NC_081806.1	BS27	371678	24793	insertion
NC_081806.1	BS27	371678	29415	deletion
NC_081807.1	BS27	435958	28865	insertion
NC_081807.1	BS27	435958	36539	deletion
NC_081808.1	BS27	422098	31585	insertion
NC_081808.1	BS27	422098	38027	deletion
NC_081809.1	BS27	576462	40498	insertion
NC_081809.1	BS27	576462	50822	deletion
NC_081810.1	BS27	461014	34338	insertion
NC_081810.1	BS27	461014	42767	deletion
NC_081811.1	BS27	578106	42465	insertion
NC_081811.1	BS27	578106	52460	deletion
NC_081812.1	BS27	465740	35777	insertion
NC_081812.1	BS27	465740	43106	deletion
NC_081813.1	BS27	520395	35312	insertion
NC_081813.1	BS27	520395	46541	deletion
NC_081814.1	BS27	472571	34510	insertion
NC_081814.1	BS27	472571	41945	deletion
NC_081815.1	BS27	368605	26042	insertion
NC_081815.1	BS27	368605	32432	deletion
NC_081816.1	BS27	469282	33242	insertion
NC_081816.1	BS27	469282	40760	deletion
NC_081817.1	BS27	558632	41152	insertion
NC_081817.1	BS27	558632	50225	deletion
NC_081818.1	BS27	483205	34268	insertion
NC_081818.1	BS27	483205	42696	deletion
NC_081819.1	BS27	377585	25235	insertion
NC_081819.1	BS27	377585	31812	deletion
NC_081820.1	BS27	494901	34101	insertion
NC_081820.1	BS27	494901	44573	deletion
NC_081821.1	BS27	223917	15401	insertion
NC_081821.1	BS27	223917	18224	deletion
NC_081822.1	BS27	565877	40857	insertion
NC_081822.1	BS27	565877	50549	deletion
NC_081823.1	BS27	543171	36684	insertion
NC_081823.1	BS27	543171	46150	deletion
NC_007957.1	BS28	10	2	insertion
NC_007957.1	BS28	10	3	deletion
NC_012119.1	BS28	322	80	insertion
NC_012119.1	BS28	322	73	deletion
NC_081805.1	BS28	545432	40745	insertion
NC_081805.1	BS28	545432	49642	deletion
NC_081806.1	BS28	371126	24947	insertion
NC_081806.1	BS28	371126	29379	deletion
NC_081807.1	BS28	434878	28740	insertion
NC_081807.1	BS28	434878	36389	deletion
NC_081808.1	BS28	418820	31557	insertion
NC_081808.1	BS28	418820	37752	deletion
NC_081809.1	BS28	574436	40396	insertion
NC_081809.1	BS28	574436	50543	deletion
NC_081810.1	BS28	459923	34272	insertion
NC_081810.1	BS28	459923	42698	deletion
NC_081811.1	BS28	576128	42419	insertion
NC_081811.1	BS28	576128	52353	deletion
NC_081812.1	BS28	464428	35778	insertion
NC_081812.1	BS28	464428	43028	deletion
NC_081813.1	BS28	517978	35128	insertion
NC_081813.1	BS28	517978	46439	deletion
NC_081814.1	BS28	470752	34482	insertion
NC_081814.1	BS28	470752	41665	deletion
NC_081815.1	BS28	368223	25939	insertion
NC_081815.1	BS28	368223	32376	deletion
NC_081816.1	BS28	466458	33256	insertion
NC_081816.1	BS28	466458	40613	deletion
NC_081817.1	BS28	556008	40931	insertion
NC_081817.1	BS28	556008	49870	deletion
NC_081818.1	BS28	482326	34353	insertion
NC_081818.1	BS28	482326	42774	deletion
NC_081819.1	BS28	375244	25157	insertion
NC_081819.1	BS28	375244	31611	deletion
NC_081820.1	BS28	492900	33976	insertion
NC_081820.1	BS28	492900	44562	deletion
NC_081821.1	BS28	222113	15370	insertion
NC_081821.1	BS28	222113	18282	deletion
NC_081822.1	BS28	561865	40741	insertion
NC_081822.1	BS28	561865	50222	deletion
NC_081823.1	BS28	541716	36493	insertion
NC_081823.1	BS28	541716	45981	deletion
NC_007957.1	BS29	10	2	insertion
NC_007957.1	BS29	10	3	deletion
NC_012119.1	BS29	322	80	insertion
NC_012119.1	BS29	322	73	deletion
NC_081805.1	BS29	541867	40055	insertion
NC_081805.1	BS29	541867	48942	deletion
NC_081806.1	BS29	368479	24382	insertion
NC_081806.1	BS29	368479	29162	deletion
NC_081807.1	BS29	432798	28280	insertion
NC_081807.1	BS29	432798	35861	deletion
NC_081808.1	BS29	417940	31061	insertion
NC_081808.1	BS29	417940	37526	deletion
NC_081809.1	BS29	571846	39766	insertion
NC_081809.1	BS29	571846	49765	deletion
NC_081810.1	BS29	458404	33728	insertion
NC_081810.1	BS29	458404	42236	deletion
NC_081811.1	BS29	573395	41946	insertion
NC_081811.1	BS29	573395	51700	deletion
NC_081812.1	BS29	461895	35134	insertion
NC_081812.1	BS29	461895	42372	deletion
NC_081813.1	BS29	515846	34650	insertion
NC_081813.1	BS29	515846	45828	deletion
NC_081814.1	BS29	469306	34099	insertion
NC_081814.1	BS29	469306	41247	deletion
NC_081815.1	BS29	366055	25653	insertion
NC_081815.1	BS29	366055	32104	deletion
NC_081816.1	BS29	465672	32705	insertion
NC_081816.1	BS29	465672	40132	deletion
NC_081817.1	BS29	554132	40539	insertion
NC_081817.1	BS29	554132	49268	deletion
NC_081818.1	BS29	479927	33781	insertion
NC_081818.1	BS29	479927	42066	deletion
NC_081819.1	BS29	373262	24818	insertion
NC_081819.1	BS29	373262	31330	deletion
NC_081820.1	BS29	489306	33553	insertion
NC_081820.1	BS29	489306	44118	deletion
NC_081821.1	BS29	222054	15231	insertion
NC_081821.1	BS29	222054	18115	deletion
NC_081822.1	BS29	561601	40109	insertion
NC_081822.1	BS29	561601	49727	deletion
NC_081823.1	BS29	538184	36022	insertion
NC_081823.1	BS29	538184	45387	deletion
NC_007957.1	BS30	10	2	insertion
NC_007957.1	BS30	10	3	deletion
NC_012119.1	BS30	317	80	insertion
NC_012119.1	BS30	317	73	deletion
NC_081805.1	BS30	546828	40680	insertion
NC_081805.1	BS30	546828	49566	deletion
NC_081806.1	BS30	371943	24894	insertion
NC_081806.1	BS30	371943	29578	deletion
NC_081807.1	BS30	435879	28732	insertion
NC_081807.1	BS30	435879	36440	deletion
NC_081808.1	BS30	420163	31704	insertion
NC_081808.1	BS30	420163	37948	deletion
NC_081809.1	BS30	575648	40349	insertion
NC_081809.1	BS30	575648	50644	deletion
NC_081810.1	BS30	461401	34317	insertion
NC_081810.1	BS30	461401	42855	deletion
NC_081811.1	BS30	577293	42696	insertion
NC_081811.1	BS30	577293	52350	deletion
NC_081812.1	BS30	465154	35654	insertion
NC_081812.1	BS30	465154	42962	deletion
NC_081813.1	BS30	519137	35193	insertion
NC_081813.1	BS30	519137	46356	deletion
NC_081814.1	BS30	472095	34348	insertion
NC_081814.1	BS30	472095	41788	deletion
NC_081815.1	BS30	368503	25898	insertion
NC_081815.1	BS30	368503	32391	deletion
NC_081816.1	BS30	469219	33236	insertion
NC_081816.1	BS30	469219	40588	deletion
NC_081817.1	BS30	557206	40972	insertion
NC_081817.1	BS30	557206	49889	deletion
NC_081818.1	BS30	483344	34340	insertion
NC_081818.1	BS30	483344	42696	deletion
NC_081819.1	BS30	376681	25161	insertion
NC_081819.1	BS30	376681	31629	deletion
NC_081820.1	BS30	493327	33802	insertion
NC_081820.1	BS30	493327	44737	deletion
NC_081821.1	BS30	223998	15327	insertion
NC_081821.1	BS30	223998	18342	deletion
NC_081822.1	BS30	566040	40932	insertion
NC_081822.1	BS30	566040	50425	deletion
NC_081823.1	BS30	543612	36635	insertion
NC_081823.1	BS30	543612	46187	deletion
NC_007957.1	BS31	10	2	insertion
NC_007957.1	BS31	10	3	deletion
NC_012119.1	BS31	320	80	insertion
NC_012119.1	BS31	320	73	deletion
NC_081805.1	BS31	544323	40363	insertion
NC_081805.1	BS31	544323	49328	deletion
