2026-02-05 18:32:24.337 - INFO - ====================================================================================================
2026-02-05 18:32:24.337 - INFO -  Kmer丰度转VCF工具|Kmer Abundance to VCF Converter
2026-02-05 18:32:24.337 - INFO - ====================================================================================================
2026-02-05 18:32:24.337 - INFO - 输入文件|Input file: /share/org/YZWL/yzwl_lixg/project/21.野生大豆群体/05.所有样品/23.kmerGWAS_实验室流程/02.kmer2vcf/kmer_matrix_with_header.txt
2026-02-05 18:32:24.337 - INFO - 输出VCF|Output VCF: /share/org/YZWL/yzwl_lixg/project/21.野生大豆群体/05.所有样品/23.kmerGWAS_实验室流程/02.kmer2vcf/soybean_181_samples.vcf.gz
2026-02-05 18:32:24.337 - INFO - 样本数|Number of samples: 181
2026-02-05 18:32:24.351 - INFO - 运行模式|Running mode: 快速模式（单次遍历）|Fast mode (single pass)
2026-02-05 18:32:24.351 - INFO - 染色体数量|Chromosome count: 20
2026-02-05 18:32:24.351 - INFO - 
2026-02-05 18:32:24.351 - INFO - ====================================================================================================
2026-02-05 18:32:24.351 - INFO -  快速模式转换（单次遍历）|Fast Mode Conversion (Single Pass)
2026-02-05 18:32:24.351 - INFO - ====================================================================================================
2026-02-05 18:32:24.351 - INFO - 输入文件|Input file: /share/org/YZWL/yzwl_lixg/project/21.野生大豆群体/05.所有样品/23.kmerGWAS_实验室流程/02.kmer2vcf/kmer_matrix_with_header.txt
2026-02-05 18:32:24.351 - INFO - 输出VCF|Output VCF: /share/org/YZWL/yzwl_lixg/project/21.野生大豆群体/05.所有样品/23.kmerGWAS_实验室流程/02.kmer2vcf/soybean_181_samples.vcf.gz
2026-02-05 18:32:24.351 - INFO - 用户指定染色体数量|User-specified chromosome count: 20
2026-02-05 18:32:24.351 - INFO - 
2026-02-05 18:32:24.353 - INFO - 样本数量|Number of samples: 181
2026-02-05 18:32:24.353 - INFO - 预估kmer总数|Estimated total kmers: 17,341,634,442
2026-02-05 18:32:24.353 - INFO - 用户指定染色体数量|User-specified chromosome count: 20
2026-02-05 18:32:24.353 - INFO - 每条染色体平均长度|Average length per chromosome: 867,081,722
2026-02-05 18:32:24.353 - INFO - 
2026-02-05 18:32:24.353 - INFO - 开始转换数据行|Starting data line conversion...
2026-02-05 18:32:40.269 - INFO - 已处理|Processed: 1,000,000 kmers, 输出|output: 999,999
2026-02-05 22:42:06.972 - INFO - 已处理|Processed: 941,000,000 kmers, 输出|output: 940,999,999
2026-02-05 22:42:22.878 - INFO - 已处理|Processed: 942,000,000 kmers, 输出|output: 941,999,999
2026-02-05 22:42:38.782 - INFO - 已处理|Processed: 943,000,000 kmers, 输出|output: 942,999,999
2026-02-05 22:42:54.703 - INFO - 已处理|Processed: 944,000,000 kmers, 输出|output: 943,999,999
2026-02-05 22:43:10.611 - INFO - 已处理|Processed: 945,000,000 kmers, 输出|output: 944,999,999
2026-02-05 22:43:26.526 - INFO - 已处理|Processed: 946,000,000 kmers, 输出|output: 945,999,999
2026-02-05 22:43:42.441 - INFO - 已处理|Processed: 947,000,000 kmers, 输出|output: 946,999,999
2026-02-05 22:43:58.351 - INFO - 已处理|Processed: 948,000,000 kmers, 输出|output: 947,999,999
2026-02-05 22:44:14.283 - INFO - 已处理|Processed: 949,000,000 kmers, 输出|output: 948,999,999
2026-02-05 22:44:30.191 - INFO - 已处理|Processed: 950,000,000 kmers, 输出|output: 949,999,999
2026-02-05 22:44:46.100 - INFO - 已处理|Processed: 951,000,000 kmers, 输出|output: 950,999,999
2026-02-05 22:45:02.024 - INFO - 已处理|Processed: 952,000,000 kmers, 输出|output: 951,999,999
2026-02-05 22:45:17.936 - INFO - 已处理|Processed: 953,000,000 kmers, 输出|output: 952,999,999
2026-02-05 22:45:33.839 - INFO - 已处理|Processed: 954,000,000 kmers, 输出|output: 953,999,999
2026-02-05 22:45:49.745 - INFO - 已处理|Processed: 955,000,000 kmers, 输出|output: 954,999,999
2026-02-05 22:46:05.676 - INFO - 已处理|Processed: 956,000,000 kmers, 输出|output: 955,999,999
2026-02-05 22:46:21.604 - INFO - 已处理|Processed: 957,000,000 kmers, 输出|output: 956,999,999
2026-02-05 22:46:37.495 - INFO - 已处理|Processed: 958,000,000 kmers, 输出|output: 957,999,999
2026-02-05 22:46:53.392 - INFO - 已处理|Processed: 959,000,000 kmers, 输出|output: 958,999,999
2026-02-05 22:47:09.302 - INFO - 已处理|Processed: 960,000,000 kmers, 输出|output: 959,999,999
2026-02-05 22:47:25.206 - INFO - 已处理|Processed: 961,000,000 kmers, 输出|output: 960,999,999
2026-02-05 22:47:41.118 - INFO - 已处理|Processed: 962,000,000 kmers, 输出|output: 961,999,999
2026-02-05 22:47:57.016 - INFO - 已处理|Processed: 963,000,000 kmers, 输出|output: 962,999,999
2026-02-05 22:48:12.932 - INFO - 已处理|Processed: 964,000,000 kmers, 输出|output: 963,999,999
2026-02-05 22:48:28.846 - INFO - 已处理|Processed: 965,000,000 kmers, 输出|output: 964,999,999
2026-02-05 22:48:44.756 - INFO - 已处理|Processed: 966,000,000 kmers, 输出|output: 965,999,999
2026-02-05 22:49:00.714 - INFO - 已处理|Processed: 967,000,000 kmers, 输出|output: 966,999,999
2026-02-05 22:49:16.621 - INFO - 已处理|Processed: 968,000,000 kmers, 输出|output: 967,999,999
2026-02-05 22:49:32.534 - INFO - 已处理|Processed: 969,000,000 kmers, 输出|output: 968,999,999
2026-02-05 22:49:48.459 - INFO - 已处理|Processed: 970,000,000 kmers, 输出|output: 969,999,999
2026-02-05 22:50:04.375 - INFO - 已处理|Processed: 971,000,000 kmers, 输出|output: 970,999,999
2026-02-05 22:50:20.293 - INFO - 已处理|Processed: 972,000,000 kmers, 输出|output: 971,999,999
2026-02-05 22:50:36.204 - INFO - 已处理|Processed: 973,000,000 kmers, 输出|output: 972,999,999
2026-02-05 22:50:52.112 - INFO - 已处理|Processed: 974,000,000 kmers, 输出|output: 973,999,999
2026-02-05 22:51:08.030 - INFO - 已处理|Processed: 975,000,000 kmers, 输出|output: 974,999,999
2026-02-05 22:51:23.958 - INFO - 已处理|Processed: 976,000,000 kmers, 输出|output: 975,999,999
2026-02-05 22:51:39.882 - INFO - 已处理|Processed: 977,000,000 kmers, 输出|output: 976,999,999
2026-02-05 22:51:55.818 - INFO - 已处理|Processed: 978,000,000 kmers, 输出|output: 977,999,999
2026-02-05 22:52:11.729 - INFO - 已处理|Processed: 979,000,000 kmers, 输出|output: 978,999,999
2026-02-05 22:52:27.645 - INFO - 已处理|Processed: 980,000,000 kmers, 输出|output: 979,999,999
2026-02-05 22:52:43.564 - INFO - 已处理|Processed: 981,000,000 kmers, 输出|output: 980,999,999
2026-02-05 22:52:59.477 - INFO - 已处理|Processed: 982,000,000 kmers, 输出|output: 981,999,999
2026-02-05 22:53:15.407 - INFO - 已处理|Processed: 983,000,000 kmers, 输出|output: 982,999,999
2026-02-05 22:53:31.309 - INFO - 已处理|Processed: 984,000,000 kmers, 输出|output: 983,999,999
2026-02-05 22:53:47.215 - INFO - 已处理|Processed: 985,000,000 kmers, 输出|output: 984,999,999
2026-02-05 22:54:03.139 - INFO - 已处理|Processed: 986,000,000 kmers, 输出|output: 985,999,999
2026-02-05 22:54:19.053 - INFO - 已处理|Processed: 987,000,000 kmers, 输出|output: 986,999,999
2026-02-05 22:54:34.960 - INFO - 已处理|Processed: 988,000,000 kmers, 输出|output: 987,999,999
2026-02-05 22:54:50.882 - INFO - 已处理|Processed: 989,000,000 kmers, 输出|output: 988,999,999
2026-02-05 22:55:06.809 - INFO - 已处理|Processed: 990,000,000 kmers, 输出|output: 989,999,999
2026-02-05 22:55:22.721 - INFO - 已处理|Processed: 991,000,000 kmers, 输出|output: 990,999,999
2026-02-05 22:55:38.598 - INFO - 已处理|Processed: 992,000,000 kmers, 输出|output: 991,999,999
2026-02-05 22:55:54.444 - INFO - 已处理|Processed: 993,000,000 kmers, 输出|output: 992,999,999
2026-02-05 22:56:10.295 - INFO - 已处理|Processed: 994,000,000 kmers, 输出|output: 993,999,999
2026-02-05 22:56:26.119 - INFO - 已处理|Processed: 995,000,000 kmers, 输出|output: 994,999,999
2026-02-05 22:56:41.952 - INFO - 已处理|Processed: 996,000,000 kmers, 输出|output: 995,999,999
2026-02-05 22:56:57.862 - INFO - 已处理|Processed: 997,000,000 kmers, 输出|output: 996,999,999
2026-02-05 22:57:13.789 - INFO - 已处理|Processed: 998,000,000 kmers, 输出|output: 997,999,999
2026-02-05 22:57:29.708 - INFO - 已处理|Processed: 999,000,000 kmers, 输出|output: 998,999,999
2026-02-05 22:57:45.624 - INFO - 已处理|Processed: 1,000,000,000 kmers, 输出|output: 999,999,999
2026-02-05 22:58:01.565 - INFO - 已处理|Processed: 1,001,000,000 kmers, 输出|output: 1,000,999,999
2026-02-05 22:58:17.490 - INFO - 已处理|Processed: 1,002,000,000 kmers, 输出|output: 1,001,999,999
2026-02-05 22:58:33.396 - INFO - 已处理|Processed: 1,003,000,000 kmers, 输出|output: 1,002,999,999
2026-02-05 22:58:49.349 - INFO - 已处理|Processed: 1,004,000,000 kmers, 输出|output: 1,003,999,999
2026-02-05 22:59:05.312 - INFO - 已处理|Processed: 1,005,000,000 kmers, 输出|output: 1,004,999,999
2026-02-05 22:59:21.258 - INFO - 已处理|Processed: 1,006,000,000 kmers, 输出|output: 1,005,999,999
2026-02-05 22:59:37.207 - INFO - 已处理|Processed: 1,007,000,000 kmers, 输出|output: 1,006,999,999
2026-02-05 22:59:53.169 - INFO - 已处理|Processed: 1,008,000,000 kmers, 输出|output: 1,007,999,999
2026-02-05 23:00:09.126 - INFO - 已处理|Processed: 1,009,000,000 kmers, 输出|output: 1,008,999,999
2026-02-05 23:00:25.086 - INFO - 已处理|Processed: 1,010,000,000 kmers, 输出|output: 1,009,999,999
2026-02-05 23:00:41.054 - INFO - 已处理|Processed: 1,011,000,000 kmers, 输出|output: 1,010,999,999
2026-02-05 23:00:56.998 - INFO - 已处理|Processed: 1,012,000,000 kmers, 输出|output: 1,011,999,999
2026-02-05 23:01:12.952 - INFO - 已处理|Processed: 1,013,000,000 kmers, 输出|output: 1,012,999,999
2026-02-05 23:01:28.898 - INFO - 已处理|Processed: 1,014,000,000 kmers, 输出|output: 1,013,999,999
2026-02-05 23:01:44.843 - INFO - 已处理|Processed: 1,015,000,000 kmers, 输出|output: 1,014,999,999
2026-02-05 23:02:00.794 - INFO - 已处理|Processed: 1,016,000,000 kmers, 输出|output: 1,015,999,999
2026-02-05 23:02:16.750 - INFO - 已处理|Processed: 1,017,000,000 kmers, 输出|output: 1,016,999,999
2026-02-05 23:02:32.694 - INFO - 已处理|Processed: 1,018,000,000 kmers, 输出|output: 1,017,999,999
2026-02-05 23:02:48.650 - INFO - 已处理|Processed: 1,019,000,000 kmers, 输出|output: 1,018,999,999
2026-02-05 23:03:04.595 - INFO - 已处理|Processed: 1,020,000,000 kmers, 输出|output: 1,019,999,999
2026-02-05 23:03:20.543 - INFO - 已处理|Processed: 1,021,000,000 kmers, 输出|output: 1,020,999,999
2026-02-05 23:03:36.495 - INFO - 已处理|Processed: 1,022,000,000 kmers, 输出|output: 1,021,999,999
2026-02-05 23:03:52.453 - INFO - 已处理|Processed: 1,023,000,000 kmers, 输出|output: 1,022,999,999
2026-02-05 23:04:08.397 - INFO - 已处理|Processed: 1,024,000,000 kmers, 输出|output: 1,023,999,999
2026-02-05 23:04:24.336 - INFO - 已处理|Processed: 1,025,000,000 kmers, 输出|output: 1,024,999,999
2026-02-05 23:04:40.271 - INFO - 已处理|Processed: 1,026,000,000 kmers, 输出|output: 1,025,999,999
2026-02-05 23:04:56.199 - INFO - 已处理|Processed: 1,027,000,000 kmers, 输出|output: 1,026,999,999
2026-02-05 23:05:12.130 - INFO - 已处理|Processed: 1,028,000,000 kmers, 输出|output: 1,027,999,999
2026-02-05 23:05:28.062 - INFO - 已处理|Processed: 1,029,000,000 kmers, 输出|output: 1,028,999,999
2026-02-05 23:05:43.961 - INFO - 已处理|Processed: 1,030,000,000 kmers, 输出|output: 1,029,999,999
2026-02-05 23:05:59.826 - INFO - 已处理|Processed: 1,031,000,000 kmers, 输出|output: 1,030,999,999
2026-02-05 23:06:15.694 - INFO - 已处理|Processed: 1,032,000,000 kmers, 输出|output: 1,031,999,999
2026-02-05 23:06:31.562 - INFO - 已处理|Processed: 1,033,000,000 kmers, 输出|output: 1,032,999,999
2026-02-05 23:06:47.447 - INFO - 已处理|Processed: 1,034,000,000 kmers, 输出|output: 1,033,999,999
2026-02-05 23:07:03.332 - INFO - 已处理|Processed: 1,035,000,000 kmers, 输出|output: 1,034,999,999
2026-02-05 23:07:19.208 - INFO - 已处理|Processed: 1,036,000,000 kmers, 输出|output: 1,035,999,999
2026-02-05 23:07:35.082 - INFO - 已处理|Processed: 1,037,000,000 kmers, 输出|output: 1,036,999,999
2026-02-05 23:07:51.016 - INFO - 已处理|Processed: 1,038,000,000 kmers, 输出|output: 1,037,999,999
2026-02-05 23:08:06.895 - INFO - 已处理|Processed: 1,039,000,000 kmers, 输出|output: 1,038,999,999
2026-02-05 23:08:22.787 - INFO - 已处理|Processed: 1,040,000,000 kmers, 输出|output: 1,039,999,999
2026-02-05 23:08:38.665 - INFO - 已处理|Processed: 1,041,000,000 kmers, 输出|output: 1,040,999,999
2026-02-05 23:08:54.551 - INFO - 已处理|Processed: 1,042,000,000 kmers, 输出|output: 1,041,999,999
2026-02-05 23:09:10.434 - INFO - 已处理|Processed: 1,043,000,000 kmers, 输出|output: 1,042,999,999
2026-02-05 23:09:26.294 - INFO - 已处理|Processed: 1,044,000,000 kmers, 输出|output: 1,043,999,999
2026-02-05 23:09:42.166 - INFO - 已处理|Processed: 1,045,000,000 kmers, 输出|output: 1,044,999,999
2026-02-05 23:09:58.039 - INFO - 已处理|Processed: 1,046,000,000 kmers, 输出|output: 1,045,999,999
2026-02-05 23:10:13.908 - INFO - 已处理|Processed: 1,047,000,000 kmers, 输出|output: 1,046,999,999
2026-02-05 23:10:29.776 - INFO - 已处理|Processed: 1,048,000,000 kmers, 输出|output: 1,047,999,999
2026-02-05 23:10:45.653 - INFO - 已处理|Processed: 1,049,000,000 kmers, 输出|output: 1,048,999,999
2026-02-05 23:11:01.525 - INFO - 已处理|Processed: 1,050,000,000 kmers, 输出|output: 1,049,999,999
2026-02-05 23:11:17.448 - INFO - 已处理|Processed: 1,051,000,000 kmers, 输出|output: 1,050,999,999
2026-02-05 23:11:33.304 - INFO - 已处理|Processed: 1,052,000,000 kmers, 输出|output: 1,051,999,999
2026-02-05 23:11:49.166 - INFO - 已处理|Processed: 1,053,000,000 kmers, 输出|output: 1,052,999,999
2026-02-05 23:12:05.034 - INFO - 已处理|Processed: 1,054,000,000 kmers, 输出|output: 1,053,999,999
2026-02-05 23:12:20.913 - INFO - 已处理|Processed: 1,055,000,000 kmers, 输出|output: 1,054,999,999
2026-02-05 23:12:36.788 - INFO - 已处理|Processed: 1,056,000,000 kmers, 输出|output: 1,055,999,999
2026-02-05 23:12:52.653 - INFO - 已处理|Processed: 1,057,000,000 kmers, 输出|output: 1,056,999,999
2026-02-05 23:13:08.519 - INFO - 已处理|Processed: 1,058,000,000 kmers, 输出|output: 1,057,999,999
2026-02-05 23:13:24.392 - INFO - 已处理|Processed: 1,059,000,000 kmers, 输出|output: 1,058,999,999
2026-02-05 23:13:40.258 - INFO - 已处理|Processed: 1,060,000,000 kmers, 输出|output: 1,059,999,999
2026-02-05 23:13:56.119 - INFO - 已处理|Processed: 1,061,000,000 kmers, 输出|output: 1,060,999,999
2026-02-05 23:14:11.989 - INFO - 已处理|Processed: 1,062,000,000 kmers, 输出|output: 1,061,999,999
2026-02-05 23:14:27.856 - INFO - 已处理|Processed: 1,063,000,000 kmers, 输出|output: 1,062,999,999
2026-02-05 23:14:43.727 - INFO - 已处理|Processed: 1,064,000,000 kmers, 输出|output: 1,063,999,999
2026-02-05 23:14:59.586 - INFO - 已处理|Processed: 1,065,000,000 kmers, 输出|output: 1,064,999,999
2026-02-05 23:15:15.457 - INFO - 已处理|Processed: 1,066,000,000 kmers, 输出|output: 1,065,999,999
2026-02-05 23:15:31.319 - INFO - 已处理|Processed: 1,067,000,000 kmers, 输出|output: 1,066,999,999
2026-02-05 23:15:47.180 - INFO - 已处理|Processed: 1,068,000,000 kmers, 输出|output: 1,067,999,999
2026-02-05 23:16:03.043 - INFO - 已处理|Processed: 1,069,000,000 kmers, 输出|output: 1,068,999,999
2026-02-05 23:16:18.911 - INFO - 已处理|Processed: 1,070,000,000 kmers, 输出|output: 1,069,999,999
2026-02-05 23:16:34.773 - INFO - 已处理|Processed: 1,071,000,000 kmers, 输出|output: 1,070,999,999
2026-02-05 23:16:50.633 - INFO - 已处理|Processed: 1,072,000,000 kmers, 输出|output: 1,071,999,999
2026-02-05 23:17:06.491 - INFO - 已处理|Processed: 1,073,000,000 kmers, 输出|output: 1,072,999,999
2026-02-05 23:17:22.405 - INFO - 已处理|Processed: 1,074,000,000 kmers, 输出|output: 1,073,999,999
2026-02-05 23:17:38.460 - INFO - 已处理|Processed: 1,075,000,000 kmers, 输出|output: 1,074,999,999
2026-02-05 23:17:54.527 - INFO - 已处理|Processed: 1,076,000,000 kmers, 输出|output: 1,075,999,999
2026-02-05 23:18:10.573 - INFO - 已处理|Processed: 1,077,000,000 kmers, 输出|output: 1,076,999,999
2026-02-05 23:18:26.610 - INFO - 已处理|Processed: 1,078,000,000 kmers, 输出|output: 1,077,999,999
2026-02-05 23:18:42.667 - INFO - 已处理|Processed: 1,079,000,000 kmers, 输出|output: 1,078,999,999
2026-02-05 23:18:58.709 - INFO - 已处理|Processed: 1,080,000,000 kmers, 输出|output: 1,079,999,999
2026-02-05 23:19:14.758 - INFO - 已处理|Processed: 1,081,000,000 kmers, 输出|output: 1,080,999,999
2026-02-05 23:19:30.811 - INFO - 已处理|Processed: 1,082,000,000 kmers, 输出|output: 1,081,999,999
2026-02-05 23:19:46.860 - INFO - 已处理|Processed: 1,083,000,000 kmers, 输出|output: 1,082,999,999
2026-02-05 23:20:02.896 - INFO - 已处理|Processed: 1,084,000,000 kmers, 输出|output: 1,083,999,999
2026-02-05 23:20:18.940 - INFO - 已处理|Processed: 1,085,000,000 kmers, 输出|output: 1,084,999,999
2026-02-05 23:20:34.991 - INFO - 已处理|Processed: 1,086,000,000 kmers, 输出|output: 1,085,999,999
2026-02-05 23:20:51.035 - INFO - 已处理|Processed: 1,087,000,000 kmers, 输出|output: 1,086,999,999
2026-02-05 23:21:07.075 - INFO - 已处理|Processed: 1,088,000,000 kmers, 输出|output: 1,087,999,999
2026-02-05 23:21:23.105 - INFO - 已处理|Processed: 1,089,000,000 kmers, 输出|output: 1,088,999,999
2026-02-05 23:21:39.143 - INFO - 已处理|Processed: 1,090,000,000 kmers, 输出|output: 1,089,999,999
2026-02-05 23:21:55.187 - INFO - 已处理|Processed: 1,091,000,000 kmers, 输出|output: 1,090,999,999
2026-02-05 23:22:11.236 - INFO - 已处理|Processed: 1,092,000,000 kmers, 输出|output: 1,091,999,999
2026-02-05 23:22:27.286 - INFO - 已处理|Processed: 1,093,000,000 kmers, 输出|output: 1,092,999,999
2026-02-05 23:22:43.321 - INFO - 已处理|Processed: 1,094,000,000 kmers, 输出|output: 1,093,999,999
2026-02-05 23:22:59.351 - INFO - 已处理|Processed: 1,095,000,000 kmers, 输出|output: 1,094,999,999
2026-02-05 23:23:15.399 - INFO - 已处理|Processed: 1,096,000,000 kmers, 输出|output: 1,095,999,999
2026-02-05 23:23:31.439 - INFO - 已处理|Processed: 1,097,000,000 kmers, 输出|output: 1,096,999,999
2026-02-05 23:23:47.478 - INFO - 已处理|Processed: 1,098,000,000 kmers, 输出|output: 1,097,999,999
2026-02-05 23:24:03.518 - INFO - 已处理|Processed: 1,099,000,000 kmers, 输出|output: 1,098,999,999
2026-02-05 23:24:19.561 - INFO - 已处理|Processed: 1,100,000,000 kmers, 输出|output: 1,099,999,999
2026-02-05 23:24:35.603 - INFO - 已处理|Processed: 1,101,000,000 kmers, 输出|output: 1,100,999,999
2026-02-05 23:24:51.648 - INFO - 已处理|Processed: 1,102,000,000 kmers, 输出|output: 1,101,999,999
2026-02-05 23:25:07.684 - INFO - 已处理|Processed: 1,103,000,000 kmers, 输出|output: 1,102,999,999
2026-02-05 23:25:23.715 - INFO - 已处理|Processed: 1,104,000,000 kmers, 输出|output: 1,103,999,999
2026-02-05 23:25:39.739 - INFO - 已处理|Processed: 1,105,000,000 kmers, 输出|output: 1,104,999,999
2026-02-05 23:25:55.768 - INFO - 已处理|Processed: 1,106,000,000 kmers, 输出|output: 1,105,999,999
2026-02-05 23:26:11.794 - INFO - 已处理|Processed: 1,107,000,000 kmers, 输出|output: 1,106,999,999
2026-02-05 23:26:27.855 - INFO - 已处理|Processed: 1,108,000,000 kmers, 输出|output: 1,107,999,999
2026-02-05 23:26:43.887 - INFO - 已处理|Processed: 1,109,000,000 kmers, 输出|output: 1,108,999,999
2026-02-05 23:26:59.917 - INFO - 已处理|Processed: 1,110,000,000 kmers, 输出|output: 1,109,999,999
2026-02-05 23:27:15.950 - INFO - 已处理|Processed: 1,111,000,000 kmers, 输出|output: 1,110,999,999
2026-02-05 23:27:31.982 - INFO - 已处理|Processed: 1,112,000,000 kmers, 输出|output: 1,111,999,999
2026-02-05 23:27:48.009 - INFO - 已处理|Processed: 1,113,000,000 kmers, 输出|output: 1,112,999,999
2026-02-05 23:28:04.039 - INFO - 已处理|Processed: 1,114,000,000 kmers, 输出|output: 1,113,999,999
2026-02-05 23:28:20.068 - INFO - 已处理|Processed: 1,115,000,000 kmers, 输出|output: 1,114,999,999
2026-02-05 23:28:36.106 - INFO - 已处理|Processed: 1,116,000,000 kmers, 输出|output: 1,115,999,999
2026-02-05 23:28:52.129 - INFO - 已处理|Processed: 1,117,000,000 kmers, 输出|output: 1,116,999,999
2026-02-05 23:29:08.156 - INFO - 已处理|Processed: 1,118,000,000 kmers, 输出|output: 1,117,999,999
2026-02-05 23:29:24.191 - INFO - 已处理|Processed: 1,119,000,000 kmers, 输出|output: 1,118,999,999
2026-02-05 23:29:40.220 - INFO - 已处理|Processed: 1,120,000,000 kmers, 输出|output: 1,119,999,999
2026-02-05 23:29:56.254 - INFO - 已处理|Processed: 1,121,000,000 kmers, 输出|output: 1,120,999,999
2026-02-05 23:30:12.284 - INFO - 已处理|Processed: 1,122,000,000 kmers, 输出|output: 1,121,999,999
2026-02-05 23:30:28.319 - INFO - 已处理|Processed: 1,123,000,000 kmers, 输出|output: 1,122,999,999
2026-02-05 23:30:44.353 - INFO - 已处理|Processed: 1,124,000,000 kmers, 输出|output: 1,123,999,999
2026-02-05 23:31:00.391 - INFO - 已处理|Processed: 1,125,000,000 kmers, 输出|output: 1,124,999,999
2026-02-05 23:31:16.422 - INFO - 已处理|Processed: 1,126,000,000 kmers, 输出|output: 1,125,999,999
2026-02-05 23:31:32.455 - INFO - 已处理|Processed: 1,127,000,000 kmers, 输出|output: 1,126,999,999
2026-02-05 23:31:48.484 - INFO - 已处理|Processed: 1,128,000,000 kmers, 输出|output: 1,127,999,999
2026-02-05 23:32:04.515 - INFO - 已处理|Processed: 1,129,000,000 kmers, 输出|output: 1,128,999,999
2026-02-05 23:32:20.547 - INFO - 已处理|Processed: 1,130,000,000 kmers, 输出|output: 1,129,999,999
2026-02-05 23:32:36.595 - INFO - 已处理|Processed: 1,131,000,000 kmers, 输出|output: 1,130,999,999
2026-02-05 23:32:52.645 - INFO - 已处理|Processed: 1,132,000,000 kmers, 输出|output: 1,131,999,999
2026-02-05 23:33:08.692 - INFO - 已处理|Processed: 1,133,000,000 kmers, 输出|output: 1,132,999,999
2026-02-05 23:33:24.743 - INFO - 已处理|Processed: 1,134,000,000 kmers, 输出|output: 1,133,999,999
2026-02-05 23:33:40.792 - INFO - 已处理|Processed: 1,135,000,000 kmers, 输出|output: 1,134,999,999
2026-02-05 23:33:56.893 - INFO - 已处理|Processed: 1,136,000,000 kmers, 输出|output: 1,135,999,999
2026-02-05 23:34:12.936 - INFO - 已处理|Processed: 1,137,000,000 kmers, 输出|output: 1,136,999,999
2026-02-05 23:34:28.984 - INFO - 已处理|Processed: 1,138,000,000 kmers, 输出|output: 1,137,999,999
2026-02-05 23:34:45.033 - INFO - 已处理|Processed: 1,139,000,000 kmers, 输出|output: 1,138,999,999
2026-02-05 23:35:01.081 - INFO - 已处理|Processed: 1,140,000,000 kmers, 输出|output: 1,139,999,999
2026-02-05 23:35:17.127 - INFO - 已处理|Processed: 1,141,000,000 kmers, 输出|output: 1,140,999,999
2026-02-05 23:35:33.170 - INFO - 已处理|Processed: 1,142,000,000 kmers, 输出|output: 1,141,999,999
2026-02-05 23:35:49.215 - INFO - 已处理|Processed: 1,143,000,000 kmers, 输出|output: 1,142,999,999
2026-02-05 23:36:05.254 - INFO - 已处理|Processed: 1,144,000,000 kmers, 输出|output: 1,143,999,999
2026-02-05 23:36:21.297 - INFO - 已处理|Processed: 1,145,000,000 kmers, 输出|output: 1,144,999,999
2026-02-05 23:36:37.346 - INFO - 已处理|Processed: 1,146,000,000 kmers, 输出|output: 1,145,999,999
2026-02-05 23:36:53.396 - INFO - 已处理|Processed: 1,147,000,000 kmers, 输出|output: 1,146,999,999
2026-02-05 23:37:09.436 - INFO - 已处理|Processed: 1,148,000,000 kmers, 输出|output: 1,147,999,999
2026-02-05 23:37:25.481 - INFO - 已处理|Processed: 1,149,000,000 kmers, 输出|output: 1,148,999,999
2026-02-05 23:37:41.525 - INFO - 已处理|Processed: 1,150,000,000 kmers, 输出|output: 1,149,999,999
2026-02-05 23:37:57.569 - INFO - 已处理|Processed: 1,151,000,000 kmers, 输出|output: 1,150,999,999
2026-02-05 23:38:13.613 - INFO - 已处理|Processed: 1,152,000,000 kmers, 输出|output: 1,151,999,999
2026-02-05 23:38:29.656 - INFO - 已处理|Processed: 1,153,000,000 kmers, 输出|output: 1,152,999,999
2026-02-05 23:38:45.704 - INFO - 已处理|Processed: 1,154,000,000 kmers, 输出|output: 1,153,999,999
2026-02-05 23:39:01.746 - INFO - 已处理|Processed: 1,155,000,000 kmers, 输出|output: 1,154,999,999
2026-02-05 23:39:17.789 - INFO - 已处理|Processed: 1,156,000,000 kmers, 输出|output: 1,155,999,999
2026-02-05 23:39:33.840 - INFO - 已处理|Processed: 1,157,000,000 kmers, 输出|output: 1,156,999,999
2026-02-05 23:39:49.904 - INFO - 已处理|Processed: 1,158,000,000 kmers, 输出|output: 1,157,999,999
2026-02-05 23:40:05.953 - INFO - 已处理|Processed: 1,159,000,000 kmers, 输出|output: 1,158,999,999
2026-02-05 23:40:22.048 - INFO - 已处理|Processed: 1,160,000,000 kmers, 输出|output: 1,159,999,999
2026-02-05 23:40:38.094 - INFO - 已处理|Processed: 1,161,000,000 kmers, 输出|output: 1,160,999,999
2026-02-05 23:40:54.143 - INFO - 已处理|Processed: 1,162,000,000 kmers, 输出|output: 1,161,999,999
2026-02-05 23:41:10.194 - INFO - 已处理|Processed: 1,163,000,000 kmers, 输出|output: 1,162,999,999
2026-02-05 23:41:28.758 - INFO - 已处理|Processed: 1,164,000,000 kmers, 输出|output: 1,163,999,999
2026-02-05 23:41:44.803 - INFO - 已处理|Processed: 1,165,000,000 kmers, 输出|output: 1,164,999,999
2026-02-05 23:42:00.863 - INFO - 已处理|Processed: 1,166,000,000 kmers, 输出|output: 1,165,999,999
2026-02-05 23:42:16.942 - INFO - 已处理|Processed: 1,167,000,000 kmers, 输出|output: 1,166,999,999
2026-02-05 23:42:32.975 - INFO - 已处理|Processed: 1,168,000,000 kmers, 输出|output: 1,167,999,999
2026-02-05 23:42:49.017 - INFO - 已处理|Processed: 1,169,000,000 kmers, 输出|output: 1,168,999,999
