2026-01-18 10:32:24.852 - INFO - ============================================================
2026-01-18 10:32:24.853 - INFO - 开始KMERIA完整分析流程|Starting KMERIA complete analysis pipeline
2026-01-18 10:32:24.853 - INFO - ============================================================
2026-01-18 10:32:24.853 - INFO - ============================================================
2026-01-18 10:32:24.853 - INFO - 执行步骤|Executing step: COUNT
2026-01-18 10:32:24.853 - INFO - ============================================================
2026-01-18 10:32:24.853 - INFO - 开始k-mer计数|Starting k-mer counting
2026-01-18 10:32:24.853 - INFO - 样本数量|Sample count: 181
2026-01-18 11:16:00.044 - INFO - 已处理|Processed: 300.00M 行|lines
2026-01-18 11:16:35.815 - INFO - 已处理|Processed: 310.00M 行|lines
2026-01-18 11:17:11.524 - INFO - 已处理|Processed: 320.00M 行|lines
2026-01-18 11:17:57.331 - INFO - 已处理|Processed: 330.00M 行|lines
2026-01-18 11:18:30.255 - INFO - SAM文件读取完成|SAM file reading completed: 339.22M 行|lines, 2000000 k-mers
2026-01-18 11:19:08.298 - INFO - BWA比对及过滤完成|BWA alignment and filtering completed: 6.83M filtered hits (保留率|retention: 100.0%)
2026-01-18 11:19:41.871 - INFO - 批次2过滤完成|Batch 2 filtering completed
2026-01-18 11:19:41.871 - INFO - ============================================================
2026-01-18 11:19:41.871 - INFO - 处理批次|Processing batch 3/39
2026-01-18 11:19:41.872 - INFO - 批次文件|Batch file: output/07_post_gwas_bwa/batches/batch_003.fa
2026-01-18 11:19:41.872 - INFO - ============================================================
2026-01-18 11:19:41.872 - INFO - 运行BWA mem|Running BWA mem
2026-01-18 11:21:04.085 - INFO - BWA mem比对完成|BWA mem alignment completed (批次|batch 3)
2026-01-18 11:21:04.086 - INFO - 应用智能过滤并转换输出格式（流式处理）|Applying smart filtering and converting output format (stream processing)
2026-01-18 11:21:04.086 - INFO - AS阈值|AS threshold: AS_ratio = 0.95
2026-01-18 11:21:39.277 - INFO - 已处理|Processed: 10.00M 行|lines
2026-01-18 11:22:14.322 - INFO - 已处理|Processed: 20.00M 行|lines
2026-01-18 11:22:49.478 - INFO - 已处理|Processed: 30.00M 行|lines
2026-01-18 11:23:24.588 - INFO - 已处理|Processed: 40.00M 行|lines
2026-01-18 11:23:59.715 - INFO - 已处理|Processed: 50.00M 行|lines
2026-01-18 11:24:34.888 - INFO - 已处理|Processed: 60.00M 行|lines
2026-01-18 11:25:10.053 - INFO - 已处理|Processed: 70.00M 行|lines
2026-01-18 11:25:47.320 - INFO - 已处理|Processed: 80.00M 行|lines
2026-01-18 11:26:25.214 - INFO - 已处理|Processed: 90.00M 行|lines
2026-01-18 11:27:00.528 - INFO - 已处理|Processed: 100.00M 行|lines
2026-01-18 11:27:35.864 - INFO - 已处理|Processed: 110.00M 行|lines
2026-01-18 11:28:14.544 - INFO - 已处理|Processed: 120.00M 行|lines
2026-01-18 11:28:49.930 - INFO - 已处理|Processed: 130.00M 行|lines
2026-01-18 11:29:29.436 - INFO - 已处理|Processed: 140.00M 行|lines
2026-01-18 11:30:04.836 - INFO - 已处理|Processed: 150.00M 行|lines
2026-01-18 11:30:40.201 - INFO - 已处理|Processed: 160.00M 行|lines
2026-01-18 11:31:15.555 - INFO - 已处理|Processed: 170.00M 行|lines
2026-01-18 11:31:56.192 - INFO - 已处理|Processed: 180.00M 行|lines
2026-01-18 11:32:31.630 - INFO - 已处理|Processed: 190.00M 行|lines
2026-01-18 11:33:07.142 - INFO - 已处理|Processed: 200.00M 行|lines
2026-01-18 11:33:42.537 - INFO - 已处理|Processed: 210.00M 行|lines
2026-01-18 11:34:24.477 - INFO - 已处理|Processed: 220.00M 行|lines
2026-01-18 11:35:00.010 - INFO - 已处理|Processed: 230.00M 行|lines
2026-01-18 11:35:35.665 - INFO - 已处理|Processed: 240.00M 行|lines
2026-01-18 11:36:11.155 - INFO - 已处理|Processed: 250.00M 行|lines
2026-01-18 11:36:46.610 - INFO - 已处理|Processed: 260.00M 行|lines
2026-01-18 11:37:30.196 - INFO - 已处理|Processed: 270.00M 行|lines
2026-01-18 11:38:05.693 - INFO - 已处理|Processed: 280.00M 行|lines
2026-01-18 11:38:41.191 - INFO - 已处理|Processed: 290.00M 行|lines
2026-01-18 11:39:16.684 - INFO - 已处理|Processed: 300.00M 行|lines
2026-01-18 11:39:52.187 - INFO - 已处理|Processed: 310.00M 行|lines
2026-01-18 11:40:27.778 - INFO - 已处理|Processed: 320.00M 行|lines
2026-01-18 11:41:03.249 - INFO - 已处理|Processed: 330.00M 行|lines
2026-01-18 11:41:48.940 - INFO - 已处理|Processed: 340.00M 行|lines
2026-01-18 11:41:53.723 - INFO - SAM文件读取完成|SAM file reading completed: 341.35M 行|lines, 2000000 k-mers
2026-01-18 11:42:31.270 - INFO - BWA比对及过滤完成|BWA alignment and filtering completed: 6.72M filtered hits (保留率|retention: 100.0%)
2026-01-18 11:43:04.166 - INFO - 批次3过滤完成|Batch 3 filtering completed
2026-01-18 11:43:04.167 - INFO - ============================================================
2026-01-18 11:43:04.167 - INFO - 处理批次|Processing batch 4/39
2026-01-18 11:43:04.167 - INFO - 批次文件|Batch file: output/07_post_gwas_bwa/batches/batch_004.fa
2026-01-18 11:43:04.167 - INFO - ============================================================
2026-01-18 11:43:04.167 - INFO - 运行BWA mem|Running BWA mem
2026-01-18 11:44:19.867 - INFO - BWA mem比对完成|BWA mem alignment completed (批次|batch 4)
2026-01-18 11:44:19.867 - INFO - 应用智能过滤并转换输出格式（流式处理）|Applying smart filtering and converting output format (stream processing)
2026-01-18 11:44:19.867 - INFO - AS阈值|AS threshold: AS_ratio = 0.95
2026-01-18 11:44:54.921 - INFO - 已处理|Processed: 10.00M 行|lines
2026-01-18 11:45:29.878 - INFO - 已处理|Processed: 20.00M 行|lines
2026-01-18 11:46:04.900 - INFO - 已处理|Processed: 30.00M 行|lines
2026-01-18 11:46:39.901 - INFO - 已处理|Processed: 40.00M 行|lines
2026-01-18 11:47:14.988 - INFO - 已处理|Processed: 50.00M 行|lines
2026-01-18 11:47:50.162 - INFO - 已处理|Processed: 60.00M 行|lines
2026-01-18 11:48:25.331 - INFO - 已处理|Processed: 70.00M 行|lines
2026-01-18 11:49:02.762 - INFO - 已处理|Processed: 80.00M 行|lines
2026-01-18 11:49:38.038 - INFO - 已处理|Processed: 90.00M 行|lines
2026-01-18 11:50:16.157 - INFO - 已处理|Processed: 100.00M 行|lines
2026-01-18 11:50:51.531 - INFO - 已处理|Processed: 110.00M 行|lines
2026-01-18 11:51:26.911 - INFO - 已处理|Processed: 120.00M 行|lines
2026-01-18 11:52:05.882 - INFO - 已处理|Processed: 130.00M 行|lines
2026-01-18 11:52:41.267 - INFO - 已处理|Processed: 140.00M 行|lines
2026-01-18 11:53:16.683 - INFO - 已处理|Processed: 150.00M 行|lines
2026-01-18 11:53:56.719 - INFO - 已处理|Processed: 160.00M 行|lines
2026-01-18 11:54:32.143 - INFO - 已处理|Processed: 170.00M 行|lines
2026-01-18 11:55:07.532 - INFO - 已处理|Processed: 180.00M 行|lines
2026-01-18 11:55:48.657 - INFO - 已处理|Processed: 190.00M 行|lines
2026-01-18 11:56:24.143 - INFO - 已处理|Processed: 200.00M 行|lines
2026-01-18 11:56:59.596 - INFO - 已处理|Processed: 210.00M 行|lines
2026-01-18 11:57:35.093 - INFO - 已处理|Processed: 220.00M 行|lines
2026-01-18 11:58:10.614 - INFO - 已处理|Processed: 230.00M 行|lines
2026-01-18 11:58:54.595 - INFO - 已处理|Processed: 240.00M 行|lines
2026-01-18 11:59:30.525 - INFO - 已处理|Processed: 250.00M 行|lines
2026-01-18 12:00:06.387 - INFO - 已处理|Processed: 260.00M 行|lines
2026-01-18 12:00:42.293 - INFO - 已处理|Processed: 270.00M 行|lines
2026-01-18 12:01:18.065 - INFO - 已处理|Processed: 280.00M 行|lines
2026-01-18 12:01:53.660 - INFO - 已处理|Processed: 290.00M 行|lines
2026-01-18 12:02:38.095 - INFO - 已处理|Processed: 300.00M 行|lines
2026-01-18 12:03:13.719 - INFO - 已处理|Processed: 310.00M 行|lines
2026-01-18 12:03:49.840 - INFO - 已处理|Processed: 320.00M 行|lines
2026-01-18 12:04:25.657 - INFO - 已处理|Processed: 330.00M 行|lines
2026-01-18 12:05:01.542 - INFO - 已处理|Processed: 340.00M 行|lines
2026-01-18 12:05:04.451 - INFO - SAM文件读取完成|SAM file reading completed: 340.81M 行|lines, 2000000 k-mers
2026-01-18 12:05:42.754 - INFO - BWA比对及过滤完成|BWA alignment and filtering completed: 6.73M filtered hits (保留率|retention: 100.0%)
2026-01-18 12:06:18.177 - INFO - 批次4过滤完成|Batch 4 filtering completed
2026-01-18 12:06:18.177 - INFO - ============================================================
2026-01-18 12:06:18.177 - INFO - 处理批次|Processing batch 5/39
2026-01-18 12:06:18.177 - INFO - 批次文件|Batch file: output/07_post_gwas_bwa/batches/batch_005.fa
2026-01-18 12:06:18.177 - INFO - ============================================================
2026-01-18 12:06:18.177 - INFO - 运行BWA mem|Running BWA mem
2026-01-18 12:07:43.167 - INFO - BWA mem比对完成|BWA mem alignment completed (批次|batch 5)
2026-01-18 12:07:43.168 - INFO - 应用智能过滤并转换输出格式（流式处理）|Applying smart filtering and converting output format (stream processing)
2026-01-18 12:07:43.168 - INFO - AS阈值|AS threshold: AS_ratio = 0.95
2026-01-18 12:08:18.558 - INFO - 已处理|Processed: 10.00M 行|lines
2026-01-18 12:08:53.830 - INFO - 已处理|Processed: 20.00M 行|lines
2026-01-18 12:09:30.024 - INFO - 已处理|Processed: 30.00M 行|lines
2026-01-18 12:10:06.528 - INFO - 已处理|Processed: 40.00M 行|lines
2026-01-18 12:10:43.346 - INFO - 已处理|Processed: 50.00M 行|lines
2026-01-18 12:11:20.265 - INFO - 已处理|Processed: 60.00M 行|lines
2026-01-18 12:11:57.345 - INFO - 已处理|Processed: 70.00M 行|lines
2026-01-18 12:12:32.547 - INFO - 已处理|Processed: 80.00M 行|lines
2026-01-18 12:13:11.014 - INFO - 已处理|Processed: 90.00M 行|lines
2026-01-18 12:13:46.675 - INFO - 已处理|Processed: 100.00M 行|lines
2026-01-18 12:14:25.886 - INFO - 已处理|Processed: 110.00M 行|lines
2026-01-18 12:15:01.592 - INFO - 已处理|Processed: 120.00M 行|lines
2026-01-18 12:15:41.266 - INFO - 已处理|Processed: 130.00M 行|lines
2026-01-18 12:16:16.680 - INFO - 已处理|Processed: 140.00M 行|lines
2026-01-18 12:16:52.075 - INFO - 已处理|Processed: 150.00M 行|lines
2026-01-18 12:17:27.612 - INFO - 已处理|Processed: 160.00M 行|lines
2026-01-18 12:18:08.915 - INFO - 已处理|Processed: 170.00M 行|lines
2026-01-18 12:18:44.687 - INFO - 已处理|Processed: 180.00M 行|lines
2026-01-18 12:19:20.446 - INFO - 已处理|Processed: 190.00M 行|lines
2026-01-18 12:19:56.273 - INFO - 已处理|Processed: 200.00M 行|lines
2026-01-18 12:20:38.639 - INFO - 已处理|Processed: 210.00M 行|lines
2026-01-18 12:21:14.064 - INFO - 已处理|Processed: 220.00M 行|lines
2026-01-18 12:21:49.471 - INFO - 已处理|Processed: 230.00M 行|lines
2026-01-18 12:22:25.337 - INFO - 已处理|Processed: 240.00M 行|lines
2026-01-18 12:23:01.144 - INFO - 已处理|Processed: 250.00M 行|lines
2026-01-18 12:23:45.668 - INFO - 已处理|Processed: 260.00M 行|lines
2026-01-18 12:24:21.488 - INFO - 已处理|Processed: 270.00M 行|lines
2026-01-18 12:24:57.225 - INFO - 已处理|Processed: 280.00M 行|lines
2026-01-18 12:25:32.811 - INFO - 已处理|Processed: 290.00M 行|lines
2026-01-18 12:26:08.293 - INFO - 已处理|Processed: 300.00M 行|lines
2026-01-18 12:26:43.870 - INFO - 已处理|Processed: 310.00M 行|lines
2026-01-18 12:27:30.497 - INFO - 已处理|Processed: 320.00M 行|lines
2026-01-18 12:28:06.376 - INFO - 已处理|Processed: 330.00M 行|lines
2026-01-18 12:28:41.965 - INFO - SAM文件读取完成|SAM file reading completed: 339.88M 行|lines, 2000000 k-mers
2026-01-18 12:29:20.244 - INFO - BWA比对及过滤完成|BWA alignment and filtering completed: 6.77M filtered hits (保留率|retention: 100.0%)
2026-01-18 12:29:55.582 - INFO - 批次5过滤完成|Batch 5 filtering completed
2026-01-18 12:29:55.583 - INFO - ============================================================
2026-01-18 12:29:55.583 - INFO - 处理批次|Processing batch 6/39
2026-01-18 12:29:55.583 - INFO - 批次文件|Batch file: output/07_post_gwas_bwa/batches/batch_006.fa
2026-01-18 12:29:55.583 - INFO - ============================================================
2026-01-18 12:29:55.583 - INFO - 运行BWA mem|Running BWA mem
2026-01-18 12:31:24.284 - INFO - BWA mem比对完成|BWA mem alignment completed (批次|batch 6)
2026-01-18 12:31:24.284 - INFO - 应用智能过滤并转换输出格式（流式处理）|Applying smart filtering and converting output format (stream processing)
2026-01-18 12:31:24.284 - INFO - AS阈值|AS threshold: AS_ratio = 0.95
2026-01-18 12:31:59.747 - INFO - 已处理|Processed: 10.00M 行|lines
2026-01-18 12:32:35.087 - INFO - 已处理|Processed: 20.00M 行|lines
2026-01-18 12:33:10.630 - INFO - 已处理|Processed: 30.00M 行|lines
2026-01-18 12:33:46.140 - INFO - 已处理|Processed: 40.00M 行|lines
2026-01-18 12:34:21.680 - INFO - 已处理|Processed: 50.00M 行|lines
2026-01-18 12:34:58.629 - INFO - 已处理|Processed: 60.00M 行|lines
2026-01-18 12:35:35.774 - INFO - 已处理|Processed: 70.00M 行|lines
2026-01-18 12:36:11.148 - INFO - 已处理|Processed: 80.00M 行|lines
2026-01-18 12:36:49.601 - INFO - 已处理|Processed: 90.00M 行|lines
2026-01-18 12:37:25.305 - INFO - 已处理|Processed: 100.00M 行|lines
2026-01-18 12:38:04.628 - INFO - 已处理|Processed: 110.00M 行|lines
2026-01-18 12:38:40.491 - INFO - 已处理|Processed: 120.00M 行|lines
2026-01-18 12:39:20.286 - INFO - 已处理|Processed: 130.00M 行|lines
2026-01-18 12:39:55.681 - INFO - 已处理|Processed: 140.00M 行|lines
2026-01-18 12:40:31.184 - INFO - 已处理|Processed: 150.00M 行|lines
2026-01-18 12:41:12.174 - INFO - 已处理|Processed: 160.00M 行|lines
2026-01-18 12:41:48.037 - INFO - 已处理|Processed: 170.00M 行|lines
2026-01-18 12:42:23.883 - INFO - 已处理|Processed: 180.00M 行|lines
2026-01-18 12:42:59.770 - INFO - 已处理|Processed: 190.00M 行|lines
2026-01-18 12:43:42.428 - INFO - 已处理|Processed: 200.00M 行|lines
2026-01-18 12:44:18.120 - INFO - 已处理|Processed: 210.00M 行|lines
2026-01-18 12:44:53.728 - INFO - 已处理|Processed: 220.00M 行|lines
2026-01-18 12:45:29.253 - INFO - 已处理|Processed: 230.00M 行|lines
2026-01-18 12:46:05.229 - INFO - 已处理|Processed: 240.00M 行|lines
2026-01-18 12:46:49.575 - INFO - 已处理|Processed: 250.00M 行|lines
2026-01-18 12:47:25.508 - INFO - 已处理|Processed: 260.00M 行|lines
2026-01-18 12:48:01.343 - INFO - 已处理|Processed: 270.00M 行|lines
2026-01-18 12:48:37.256 - INFO - 已处理|Processed: 280.00M 行|lines
2026-01-18 12:49:12.902 - INFO - 已处理|Processed: 290.00M 行|lines
2026-01-18 12:49:48.496 - INFO - 已处理|Processed: 300.00M 行|lines
2026-01-18 12:50:33.442 - INFO - 已处理|Processed: 310.00M 行|lines
2026-01-18 12:51:09.338 - INFO - 已处理|Processed: 320.00M 行|lines
2026-01-18 12:51:45.360 - INFO - 已处理|Processed: 330.00M 行|lines
2026-01-18 12:52:18.729 - INFO - SAM文件读取完成|SAM file reading completed: 339.24M 行|lines, 2000000 k-mers
2026-01-18 12:52:57.308 - INFO - BWA比对及过滤完成|BWA alignment and filtering completed: 6.79M filtered hits (保留率|retention: 100.0%)
2026-01-18 12:53:32.514 - INFO - 批次6过滤完成|Batch 6 filtering completed
2026-01-18 12:53:32.514 - INFO - ============================================================
2026-01-18 12:53:32.514 - INFO - 处理批次|Processing batch 7/39
2026-01-18 12:53:32.514 - INFO - 批次文件|Batch file: output/07_post_gwas_bwa/batches/batch_007.fa
2026-01-18 12:53:32.514 - INFO - ============================================================
2026-01-18 12:53:32.514 - INFO - 运行BWA mem|Running BWA mem
2026-01-18 12:54:59.097 - INFO - BWA mem比对完成|BWA mem alignment completed (批次|batch 7)
2026-01-18 12:54:59.097 - INFO - 应用智能过滤并转换输出格式（流式处理）|Applying smart filtering and converting output format (stream processing)
2026-01-18 12:54:59.097 - INFO - AS阈值|AS threshold: AS_ratio = 0.95
2026-01-18 12:55:35.080 - INFO - 已处理|Processed: 10.00M 行|lines
2026-01-18 12:56:10.750 - INFO - 已处理|Processed: 20.00M 行|lines
2026-01-18 12:56:46.354 - INFO - 已处理|Processed: 30.00M 行|lines
2026-01-18 12:57:23.182 - INFO - 已处理|Processed: 40.00M 行|lines
2026-01-18 12:57:58.908 - INFO - 已处理|Processed: 50.00M 行|lines
2026-01-18 12:58:36.083 - INFO - 已处理|Processed: 60.00M 行|lines
2026-01-18 12:59:13.344 - INFO - 已处理|Processed: 70.00M 行|lines
2026-01-18 12:59:50.971 - INFO - 已处理|Processed: 80.00M 行|lines
2026-01-18 13:00:26.665 - INFO - 已处理|Processed: 90.00M 行|lines
2026-01-18 13:01:02.412 - INFO - 已处理|Processed: 100.00M 行|lines
2026-01-18 13:01:41.560 - INFO - 已处理|Processed: 110.00M 行|lines
2026-01-18 13:02:17.367 - INFO - 已处理|Processed: 120.00M 行|lines
2026-01-18 13:02:57.289 - INFO - 已处理|Processed: 130.00M 行|lines
2026-01-18 13:03:32.706 - INFO - 已处理|Processed: 140.00M 行|lines
2026-01-18 13:04:08.199 - INFO - 已处理|Processed: 150.00M 行|lines
2026-01-18 13:04:48.350 - INFO - 已处理|Processed: 160.00M 行|lines
2026-01-18 13:05:24.125 - INFO - 已处理|Processed: 170.00M 行|lines
2026-01-18 13:05:59.960 - INFO - 已处理|Processed: 180.00M 行|lines
2026-01-18 13:06:35.788 - INFO - 已处理|Processed: 190.00M 行|lines
2026-01-18 13:07:18.289 - INFO - 已处理|Processed: 200.00M 行|lines
2026-01-18 13:07:53.977 - INFO - 已处理|Processed: 210.00M 行|lines
2026-01-18 13:08:29.544 - INFO - 已处理|Processed: 220.00M 行|lines
2026-01-18 13:09:05.083 - INFO - 已处理|Processed: 230.00M 行|lines
2026-01-18 13:09:40.950 - INFO - 已处理|Processed: 240.00M 行|lines
2026-01-18 13:10:25.160 - INFO - 已处理|Processed: 250.00M 行|lines
2026-01-18 13:11:01.066 - INFO - 已处理|Processed: 260.00M 行|lines
2026-01-18 13:11:36.964 - INFO - 已处理|Processed: 270.00M 行|lines
2026-01-18 13:12:12.824 - INFO - 已处理|Processed: 280.00M 行|lines
2026-01-18 13:12:48.450 - INFO - 已处理|Processed: 290.00M 行|lines
2026-01-18 13:13:24.028 - INFO - 已处理|Processed: 300.00M 行|lines
2026-01-18 13:14:08.732 - INFO - 已处理|Processed: 310.00M 行|lines
2026-01-18 13:14:44.652 - INFO - 已处理|Processed: 320.00M 行|lines
2026-01-18 13:15:20.598 - INFO - 已处理|Processed: 330.00M 行|lines
2026-01-18 13:15:44.822 - INFO - SAM文件读取完成|SAM file reading completed: 336.71M 行|lines, 2000000 k-mers
2026-01-18 13:16:23.000 - INFO - BWA比对及过滤完成|BWA alignment and filtering completed: 6.77M filtered hits (保留率|retention: 100.0%)
2026-01-18 13:16:59.656 - INFO - 批次7过滤完成|Batch 7 filtering completed
2026-01-18 13:16:59.656 - INFO - ============================================================
2026-01-18 13:16:59.656 - INFO - 处理批次|Processing batch 8/39
2026-01-18 13:16:59.656 - INFO - 批次文件|Batch file: output/07_post_gwas_bwa/batches/batch_008.fa
2026-01-18 13:16:59.656 - INFO - ============================================================
2026-01-18 13:16:59.656 - INFO - 运行BWA mem|Running BWA mem
2026-01-18 13:18:23.695 - INFO - BWA mem比对完成|BWA mem alignment completed (批次|batch 8)
2026-01-18 13:18:23.696 - INFO - 应用智能过滤并转换输出格式（流式处理）|Applying smart filtering and converting output format (stream processing)
2026-01-18 13:18:23.696 - INFO - AS阈值|AS threshold: AS_ratio = 0.95
2026-01-18 13:18:58.982 - INFO - 已处理|Processed: 10.00M 行|lines
2026-01-18 13:19:34.498 - INFO - 已处理|Processed: 20.00M 行|lines
2026-01-18 13:20:10.145 - INFO - 已处理|Processed: 30.00M 行|lines
2026-01-18 13:20:46.875 - INFO - 已处理|Processed: 40.00M 行|lines
2026-01-18 13:21:24.177 - INFO - 已处理|Processed: 50.00M 行|lines
2026-01-18 13:21:59.859 - INFO - 已处理|Processed: 60.00M 行|lines
2026-01-18 13:22:37.015 - INFO - 已处理|Processed: 70.00M 行|lines
2026-01-18 13:23:14.543 - INFO - 已处理|Processed: 80.00M 行|lines
2026-01-18 13:23:50.069 - INFO - 已处理|Processed: 90.00M 行|lines
2026-01-18 13:24:29.105 - INFO - 已处理|Processed: 100.00M 行|lines
2026-01-18 13:25:04.864 - INFO - 已处理|Processed: 110.00M 行|lines
2026-01-18 13:25:40.654 - INFO - 已处理|Processed: 120.00M 行|lines
2026-01-18 13:26:20.575 - INFO - 已处理|Processed: 130.00M 行|lines
2026-01-18 13:26:55.999 - INFO - 已处理|Processed: 140.00M 行|lines
2026-01-18 13:27:31.383 - INFO - 已处理|Processed: 150.00M 行|lines
2026-01-18 13:28:11.267 - INFO - 已处理|Processed: 160.00M 行|lines
2026-01-18 13:28:47.088 - INFO - 已处理|Processed: 170.00M 行|lines
2026-01-18 13:29:22.871 - INFO - 已处理|Processed: 180.00M 行|lines
2026-01-18 13:30:05.224 - INFO - 已处理|Processed: 190.00M 行|lines
2026-01-18 13:30:41.125 - INFO - 已处理|Processed: 200.00M 行|lines
2026-01-18 13:31:16.899 - INFO - 已处理|Processed: 210.00M 行|lines
2026-01-18 13:31:52.513 - INFO - 已处理|Processed: 220.00M 行|lines
2026-01-18 13:32:28.000 - INFO - 已处理|Processed: 230.00M 行|lines
2026-01-18 13:33:11.881 - INFO - 已处理|Processed: 240.00M 行|lines
2026-01-18 13:33:47.392 - INFO - 已处理|Processed: 250.00M 行|lines
2026-01-18 13:34:22.958 - INFO - 已处理|Processed: 260.00M 行|lines
2026-01-18 13:34:58.491 - INFO - 已处理|Processed: 270.00M 行|lines
2026-01-18 13:35:34.065 - INFO - 已处理|Processed: 280.00M 行|lines
2026-01-18 13:36:09.652 - INFO - 已处理|Processed: 290.00M 行|lines
2026-01-18 13:36:54.248 - INFO - 已处理|Processed: 300.00M 行|lines
2026-01-18 13:37:29.799 - INFO - 已处理|Processed: 310.00M 行|lines
2026-01-18 13:38:05.372 - INFO - 已处理|Processed: 320.00M 行|lines
2026-01-18 13:38:41.006 - INFO - 已处理|Processed: 330.00M 行|lines
2026-01-18 13:39:16.823 - INFO - 已处理|Processed: 340.00M 行|lines
2026-01-18 13:39:28.364 - INFO - SAM文件读取完成|SAM file reading completed: 343.25M 行|lines, 2000000 k-mers
2026-01-18 13:40:06.432 - INFO - BWA比对及过滤完成|BWA alignment and filtering completed: 6.74M filtered hits (保留率|retention: 100.0%)
2026-01-18 13:40:39.585 - INFO - 批次8过滤完成|Batch 8 filtering completed
2026-01-18 13:40:39.585 - INFO - ============================================================
2026-01-18 13:40:39.585 - INFO - 处理批次|Processing batch 9/39
2026-01-18 13:40:39.585 - INFO - 批次文件|Batch file: output/07_post_gwas_bwa/batches/batch_009.fa
2026-01-18 13:40:39.585 - INFO - ============================================================
2026-01-18 13:40:39.585 - INFO - 运行BWA mem|Running BWA mem
2026-01-18 13:42:02.232 - INFO - BWA mem比对完成|BWA mem alignment completed (批次|batch 9)
2026-01-18 13:42:02.232 - INFO - 应用智能过滤并转换输出格式（流式处理）|Applying smart filtering and converting output format (stream processing)
2026-01-18 13:42:02.232 - INFO - AS阈值|AS threshold: AS_ratio = 0.95
2026-01-18 13:42:37.422 - INFO - 已处理|Processed: 10.00M 行|lines
2026-01-18 13:43:12.356 - INFO - 已处理|Processed: 20.00M 行|lines
2026-01-18 13:43:48.172 - INFO - 已处理|Processed: 30.00M 行|lines
2026-01-18 13:44:24.245 - INFO - 已处理|Processed: 40.00M 行|lines
2026-01-18 13:45:00.690 - INFO - 已处理|Processed: 50.00M 行|lines
2026-01-18 13:45:37.588 - INFO - 已处理|Processed: 60.00M 行|lines
2026-01-18 13:46:12.884 - INFO - 已处理|Processed: 70.00M 行|lines
2026-01-18 13:46:50.343 - INFO - 已处理|Processed: 80.00M 行|lines
2026-01-18 13:47:25.733 - INFO - 已处理|Processed: 90.00M 行|lines
2026-01-18 13:48:03.795 - INFO - 已处理|Processed: 100.00M 行|lines
2026-01-18 13:48:39.196 - INFO - 已处理|Processed: 110.00M 行|lines
2026-01-18 13:49:18.121 - INFO - 已处理|Processed: 120.00M 行|lines
2026-01-18 13:49:53.589 - INFO - 已处理|Processed: 130.00M 行|lines
2026-01-18 13:50:29.038 - INFO - 已处理|Processed: 140.00M 行|lines
2026-01-18 13:51:08.790 - INFO - 已处理|Processed: 150.00M 行|lines
2026-01-18 13:51:44.302 - INFO - 已处理|Processed: 160.00M 行|lines
2026-01-18 13:52:19.784 - INFO - 已处理|Processed: 170.00M 行|lines
2026-01-18 13:52:55.273 - INFO - 已处理|Processed: 180.00M 行|lines
2026-01-18 13:53:36.291 - INFO - 已处理|Processed: 190.00M 行|lines
2026-01-18 13:54:11.836 - INFO - 已处理|Processed: 200.00M 行|lines
2026-01-18 13:54:47.385 - INFO - 已处理|Processed: 210.00M 行|lines
2026-01-18 13:55:22.970 - INFO - 已处理|Processed: 220.00M 行|lines
2026-01-18 13:56:05.390 - INFO - 已处理|Processed: 230.00M 行|lines
2026-01-18 13:56:41.010 - INFO - 已处理|Processed: 240.00M 行|lines
2026-01-18 13:57:16.598 - INFO - 已处理|Processed: 250.00M 行|lines
2026-01-18 13:57:52.125 - INFO - 已处理|Processed: 260.00M 行|lines
2026-01-18 13:58:27.649 - INFO - 已处理|Processed: 270.00M 行|lines
2026-01-18 13:59:03.248 - INFO - 已处理|Processed: 280.00M 行|lines
2026-01-18 13:59:47.393 - INFO - 已处理|Processed: 290.00M 行|lines
2026-01-18 14:00:22.969 - INFO - 已处理|Processed: 300.00M 行|lines
2026-01-18 14:00:58.528 - INFO - 已处理|Processed: 310.00M 行|lines
2026-01-18 14:01:34.163 - INFO - 已处理|Processed: 320.00M 行|lines
2026-01-18 14:02:09.731 - INFO - 已处理|Processed: 330.00M 行|lines
2026-01-18 14:02:45.346 - INFO - 已处理|Processed: 340.00M 行|lines
2026-01-18 14:02:58.819 - INFO - SAM文件读取完成|SAM file reading completed: 343.78M 行|lines, 2000000 k-mers
2026-01-18 14:03:36.701 - INFO - BWA比对及过滤完成|BWA alignment and filtering completed: 6.74M filtered hits (保留率|retention: 100.0%)
2026-01-18 14:04:09.931 - INFO - 批次9过滤完成|Batch 9 filtering completed
2026-01-18 14:04:09.932 - INFO - ============================================================
2026-01-18 14:04:09.932 - INFO - 处理批次|Processing batch 10/39
2026-01-18 14:04:09.932 - INFO - 批次文件|Batch file: output/07_post_gwas_bwa/batches/batch_010.fa
2026-01-18 14:04:09.932 - INFO - ============================================================
2026-01-18 14:04:09.932 - INFO - 运行BWA mem|Running BWA mem
2026-01-18 14:05:31.324 - INFO - BWA mem比对完成|BWA mem alignment completed (批次|batch 10)
2026-01-18 14:05:31.324 - INFO - 应用智能过滤并转换输出格式（流式处理）|Applying smart filtering and converting output format (stream processing)
2026-01-18 14:05:31.324 - INFO - AS阈值|AS threshold: AS_ratio = 0.95
2026-01-18 14:06:06.554 - INFO - 已处理|Processed: 10.00M 行|lines
2026-01-18 14:06:42.595 - INFO - 已处理|Processed: 20.00M 行|lines
